Air_Conditioner,Antiquity,Bathrooms,Borough,Community_Zone,Concierge,District,Elevator,Energy_Consumption,Ensuite,Equipped_Kitchen,Floor,Furnished,Garden,Price,Rooms,Size,Swimming_Pool,Terrace,Type
0,20-30,2,Santa Eugenia,0,0,Villa de Vallecas,0,G,0,0,Bajos,0,0,650,2,72,0,0,Piso
1,10-20,4,Valdefuentes,0,0,Hortaleza,0,G,0,1,2,0,1,2150,4,250,0,1,Casa adosada
0,30-50,1,Nueva España,0,0,Chamartín,0,G,0,1,1,1,0,900,3,80,0,0,Piso
1,+100,2,Palacio,0,0,Centro,1,D,0,1,5,1,0,1600,3,130,0,0,Piso
0,50-70,1,San Cristobal,0,0,Villaverde,1,F,0,0,6,0,0,590,3,60,0,0,Piso
1,10-20,1,Valderrivas,0,0,Retiro,0,G,0,1,Entresuelo,0,0,3159,2,75,0,0,Apartamento
0,70-100,2,Gaztambide,0,0,Chamberí,0,F,0,0,1,0,0,1650,3,131,0,0,Piso
1,50-70,1,Ventas,0,0,Ciudad Lineal,0,G,0,1,3,1,0,1150,3,120,0,1,Piso
1,30-50,1,Prosperidad,0,1,Chamartín,1,E,0,1,4,0,0,1100,3,80,0,0,Piso
0,+100,1,Recoletos,0,0,Salamanca,0,G,0,0,5,0,0,1350,2,65,0,0,Piso
1,<1,2,El Cañaveral,1,1,Vicálvaro,1,G,0,1,3,0,0,1000,3,125,1,1,Piso
0,+100,2,Mirasierra,1,0,Fuencarral,0,G,0,1,1,0,1,1100,3,99,1,0,Piso
0,30-50,2,Canillas,0,1,Hortaleza,1,G,0,1,12,1,0,1195,3,105,0,1,Piso
0,30-50,1,Canillejas,0,0,San Blas,1,G,0,1,2,0,0,680,3,80,0,1,Piso
1,70-100,3,Lista,0,1,Salamanca,1,G,0,1,5,0,0,2900,4,249,0,0,Piso
1,50-70,4,Vallehermoso,1,1,Chamberí,1,D,1,1,4,0,1,3000,4,259,0,0,Piso
0,70-100,1,Arapiles,0,0,Chamberí,1,G,0,1,2,0,0,750,1,35,0,0,Piso
1,20-30,1,Piovera,0,0,Hortaleza,1,G,0,1,3,0,0,899,1,72,0,0,Piso
0,50-70,1,Guindalera,0,1,Salamanca,1,G,0,1,1,0,0,1100,2,100,0,0,Piso
0,50-70,2,Hispanoamérica,1,1,Chamartín,1,E,0,1,1,1,1,1800,4,120,0,1,Piso
1,30-50,1,Valdeacederas,0,0,Tetuán,0,G,0,1,2,0,0,790,2,60,0,0,Piso
0,70-100,1,Arapiles,0,0,Chamberí,1,G,0,1,2,0,0,710,1,25,0,0,Piso
0,50-70,1,Castellana,0,1,Salamanca,1,G,0,1,1,0,0,1200,2,80,0,0,Piso
0,50-70,2,Castellana,0,1,Salamanca,1,G,0,1,1,1,0,1900,4,120,0,0,Piso
0,50-70,1,Cuatro Caminos,0,1,Tetuán,1,G,0,1,8,1,0,1450,2,70,0,0,Piso
1,50-70,2,Guindalera,0,1,Salamanca,1,G,1,1,12,0,0,1800,4,185,0,1,Piso
1,20-30,1,Almendrales,0,0,Usera,1,G,0,1,4,0,0,845,1,60,0,1,Ático
1,70-100,2,Trafalgar,0,1,Chamberí,1,G,0,1,2,0,0,1900,4,120,0,0,Piso
1,+100,3,Recoletos,0,1,Salamanca,1,G,1,1,2,0,0,3000,4,180,0,0,Piso
1,70-100,1,Argüelles,0,0,Moncloa,1,G,0,1,1,0,0,1300,2,84,0,0,Piso
0,30-50,1,Simancas,0,0,San Blas,0,G,0,1,2,0,0,730,3,80,0,0,Piso
0,+100,2,Justicia,0,0,Centro,1,F,0,0,4,0,0,2700,4,185,0,0,Piso
1,30-50,1,Castillejos,0,0,Tetuán,1,E,0,1,2,0,0,790,1,45,0,0,Piso
0,30-50,1,Palacio,0,0,Centro,1,G,0,0,2,0,0,1150,2,40,0,0,Piso
0,<1,1,Palacio,0,0,Centro,0,D,0,0,2,0,0,1400,4,118,0,0,Piso
1,30-50,1,Prosperidad,0,0,Chamartín,1,G,0,1,4,1,0,695,1,50,0,1,Piso
0,+100,1,Universidad,0,0,Centro,0,G,0,1,1,0,0,600,1,35,0,0,Piso
1,20-30,2,Piovera,0,0,Hortaleza,1,G,0,1,3,0,0,1687,3,132,0,0,Piso
0,10-20,2,Simancas,0,0,San Blas,1,G,0,1,1,0,0,1050,2,114,0,0,Piso
0,30-50,1,Goya,0,1,Salamanca,1,G,0,1,3,0,0,720,1,44,0,0,Piso
0,30-50,1,Recoletos,0,1,Salamanca,1,G,0,1,3,0,0,650,1,24,0,0,Estudio
1,+100,2,Cortes,0,0,Centro,1,G,0,1,2,1,0,1950,2,100,0,0,Piso
1,10-20,1,Almendrales,0,0,Usera,1,E,0,1,3,0,0,650,1,40,0,1,Ático
1,+100,1,Sol,0,1,Centro,1,E,1,1,4,1,0,1400,1,70,0,0,Dúplex
1,+100,1,Cortes,0,0,Centro,0,E,0,1,1,1,0,1200,1,70,0,0,Apartamento
0,50-70,1,Castellana,0,0,Salamanca,1,G,0,1,2,1,0,725,2,55,0,0,Piso
0,70-100,1,Lista,0,1,Salamanca,1,G,0,1,1,0,0,950,3,100,0,0,Piso
1,50-70,3,Argüelles,0,1,Moncloa,1,E,1,1,2,0,0,2300,4,285,0,1,Piso
1,50-70,1,Arapiles,0,1,Chamberí,1,G,0,1,5,1,0,1300,2,96,0,1,Piso
0,30-50,1,Universidad,0,0,Centro,1,E,0,1,Sótano,0,0,700,3,70,0,0,Piso
1,50-70,1,Castellana,0,0,Salamanca,1,G,0,1,6,0,0,1950,1,100,0,1,Ático
0,10-20,1,Ciudad Universitaria,0,0,Moncloa,0,G,0,0,1,0,0,950,1,44,0,0,Apartamento
1,20-30,1,Castillejos,0,1,Tetuán,1,G,0,1,4,0,0,750,1,50,1,1,Piso
1,+100,1,Sol,0,0,Centro,1,G,0,1,3,1,0,875,1,50,0,0,Piso
0,30-50,1,Ríos Rosas,0,0,Chamberí,1,G,0,0,6,0,0,750,3,60,0,0,Piso
0,70-100,2,Goya,0,1,Salamanca,1,G,1,1,1,0,0,1650,2,113,0,0,Piso
0,50-70,1,Portazgo,0,0,Puente de Vallecas,1,G,0,0,2,0,0,775,2,69,0,0,Piso
1,50-70,3,Arapiles,0,1,Chamberí,1,G,1,1,1,0,0,2100,4,233,0,0,Piso
0,70-100,1,Bellas Vistas,0,0,Tetuán,0,G,0,0,1,1,0,600,1,41,0,0,Piso
1,+100,1,Embajadores,0,0,Centro,0,G,0,1,1,1,0,700,1,32,0,0,Dúplex
0,10-20,2,Butarque,0,1,Villaverde,1,G,1,1,5,0,0,775,3,109,0,0,Piso
1,50-70,1,El Viso,0,0,Chamartín,1,C,0,1,8,1,0,1500,1,60,0,0,Piso
1,50-70,1,Hispanoamérica,0,1,Chamartín,1,E,1,1,4,1,0,900,2,50,0,0,Apartamento
0,30-50,1,Delicias,0,0,Arganzuela,1,G,0,1,4,0,0,750,1,60,0,0,Piso
1,30-50,1,Vista Alegre,0,0,Carabanchel,1,E,0,1,5,0,0,690,3,60,0,1,Piso
0,+100,1,Palacio,0,0,Centro,0,E,0,0,Sótano,0,0,850,3,67,0,0,Apartamento
1,+100,1,Sol,0,0,Centro,0,G,0,1,3,1,0,1075,2,76,0,0,Apartamento
0,30-50,1,Prosperidad,0,0,Chamartín,1,G,0,1,1,1,0,695,1,45,0,0,Piso
0,30-50,2,La Paz,0,1,Fuencarral,1,G,0,1,7,1,0,1200,3,115,0,1,Piso
1,30-50,2,Nueva España,0,1,Chamartín,1,G,1,1,5,0,0,950,1,61,0,1,Piso
1,10-20,2,Valverde,1,1,Fuencarral,1,G,1,1,2,0,0,1650,4,161,1,1,Piso
0,50-70,1,Mirasierra,1,0,Fuencarral,1,G,0,1,3,0,0,1200,4,98,1,1,Piso
1,10-20,2,Valdefuentes,1,1,Hortaleza,1,G,1,1,2,0,0,1300,3,115,1,0,Piso
0,+100,1,Palacio,0,0,Centro,0,B,0,0,1,0,0,1000,2,60,0,0,Piso
1,30-50,1,Pilar,0,0,Fuencarral,1,G,0,1,1,1,0,595,1,40,0,0,Piso
1,70-100,1,Palos de Moguer,0,0,Arganzuela,1,D,0,1,1,1,0,1200,3,75,0,0,Piso
0,30-50,1,Ciudad Jardín,0,0,Chamartín,0,A,0,1,2,0,0,980,1,75,0,0,Piso
1,10-20,1,Simancas,0,0,San Blas,1,E,0,1,2,1,0,660,2,50,0,0,Piso
0,50-70,2,Almenara,0,0,Tetuán,0,G,0,0,2,0,0,1200,3,85,0,0,Piso
1,+100,1,Universidad,0,0,Centro,0,G,0,1,1,1,0,800,1,45,0,0,Apartamento
0,20-30,2,Pinar del Rey,1,0,Hortaleza,1,E,1,1,3,0,0,850,2,70,1,1,Piso
1,30-50,2,Valverde,0,1,Fuencarral,1,G,0,1,8,0,0,1050,3,92,0,1,Piso
1,1-5,1,Justicia,0,1,Centro,1,Exento,1,1,4,1,0,2000,1,90,0,1,Apartamento
0,10-20,1,Valverde,0,0,Centro,0,G,0,1,1,1,0,900,2,65,0,0,Piso
1,10-20,1,Berruguete,1,1,Tetuán,1,G,0,1,2,1,1,725,1,33,0,0,Apartamento
1,20-30,1,Piovera,1,1,Hortaleza,1,G,0,1,3,1,0,750,1,55,1,0,Apartamento
0,+100,1,Trafalgar,0,0,Chamberí,1,G,0,1,5,1,0,900,2,38,0,0,Piso
0,50-70,1,Pueblo Nuevo,0,0,Ciudad Lineal,0,G,0,1,3,0,0,690,2,44,0,1,Piso
0,50-70,1,Arapiles,0,0,Chamberí,1,G,0,1,2,1,0,900,2,65,0,0,Piso
1,30-50,1,Chopera,0,0,Arganzuela,1,E,0,1,2,1,0,950,2,65,0,1,Piso
0,30-50,1,Imperial,0,0,Arganzuela,0,E,0,0,6,0,0,850,2,53,0,0,Piso
0,30-50,1,Buenavista,0,0,Carabanchel,0,G,0,1,1,0,0,790,2,90,0,0,Piso
1,+100,1,Embajadores,0,0,Centro,0,G,1,1,4,1,0,750,1,52,0,0,Piso
0,50-70,1,Simancas,0,0,San Blas,0,G,0,1,3,1,0,680,2,58,0,0,Piso
1,70-100,1,Pacífico,0,0,Retiro,1,G,0,1,1,1,0,690,2,45,0,0,Piso
1,70-100,2,Trafalgar,0,0,Chamberí,0,E,0,1,1,1,0,1800,2,113,0,0,Piso
0,10-20,1,Los Rosales,0,0,Villaverde,0,G,0,1,4,0,0,600,2,55,0,0,Piso
1,50-70,1,Moscardó,0,0,Usera,1,E,0,1,3,0,0,900,3,70,0,0,Ático
1,10-20,2,Buenavista,1,1,Carabanchel,1,G,0,1,8,1,0,1300,2,100,1,1,Ático
0,30-50,1,Alameda de Osuna,0,0,Barajas,1,G,0,1,1,1,0,970,3,92,0,1,Piso
1,30-50,1,Vallehermoso,0,0,Chamberí,1,G,0,1,1,0,0,1000,1,56,0,0,Piso
1,10-20,1,Canillejas,0,0,San Blas,0,G,0,1,Bajos,1,0,650,1,39,0,0,Loft
1,30-50,2,Peñagrande,1,0,Fuencarral,1,E,0,1,4,1,1,1275,3,120,1,0,Piso
1,+100,1,Universidad,0,0,Centro,1,G,0,1,2,1,0,700,1,43,0,0,Piso
1,70-100,1,Trafalgar,0,0,Chamberí,1,E,0,1,Bajos,1,0,700,1,40,0,0,Loft
1,30-50,1,Castillejos,0,1,Tetuán,1,G,0,1,6,1,0,590,1,45,0,0,Piso
0,+100,2,Justicia,0,0,Centro,0,D,0,1,3,0,0,1100,2,95,0,0,Dúplex
0,70-100,1,Argüelles,0,0,Moncloa,1,G,0,1,2,1,0,1400,3,70,0,0,Piso
0,+100,1,Argüelles,0,0,Moncloa,0,G,0,1,1,1,0,900,3,79,0,0,Piso
0,+100,2,Universidad,0,0,Centro,1,B,1,1,1,1,0,1500,2,90,0,0,Piso
1,20-30,1,Prosperidad,1,0,Chamartín,1,G,0,1,1,1,0,1000,1,60,1,0,Piso
1,+100,1,Universidad,0,0,Centro,0,E,0,1,2,0,0,690,2,45,0,0,Piso
1,20-30,3,Quintana,1,1,Ciudad Lineal,1,D,1,1,3,1,0,2100,4,157,1,1,Piso
0,50-70,2,Fuente del Berro,0,1,Salamanca,1,E,0,1,2,0,0,1360,3,96,0,0,Piso
1,50-70,1,Cuatro Caminos,0,1,Tetuán,1,E,1,1,6,0,0,1250,1,81,0,0,Apartamento
0,30-50,1,Guindalera,0,1,Salamanca,1,G,0,0,4,0,0,850,1,46,0,1,Piso
0,+100,1,Universidad,0,0,Centro,1,G,0,1,4,0,0,700,2,33,0,0,Piso
0,50-70,1,Almenara,0,0,Tetuán,1,E,0,1,1,1,0,790,1,62,0,0,Apartamento
0,10-20,2,Berruguete,0,1,Tetuán,1,G,0,1,3,1,0,1100,3,105,0,1,Piso
0,20-30,1,Palos de Moguer,0,1,Arganzuela,1,G,0,1,1,1,0,750,1,68,0,0,Piso
1,50-70,1,Almenara,0,0,Tetuán,0,G,0,1,1,1,0,850,2,60,0,0,Piso
1,10-20,1,Colina,0,0,Ciudad Lineal,1,G,0,1,1,0,0,1150,2,90,0,0,Piso
1,50-70,2,Almenara,0,0,Tetuán,0,G,0,1,1,1,0,1150,3,120,0,0,Piso
1,50-70,1,Nueva España,1,0,Chamartín,0,G,0,0,1,0,0,690,1,40,1,0,Estudio
1,30-50,2,Pacífico,0,0,Retiro,1,E,0,1,2,0,0,1350,2,90,0,1,Piso
0,50-70,2,Vallehermoso,0,0,Chamberí,0,E,0,0,3,0,0,1500,3,114,0,0,Piso
1,50-70,1,Vallehermoso,0,1,Chamberí,1,G,0,1,3,1,0,750,1,56,0,0,Apartamento
1,50-70,3,Hispanoamérica,0,1,Chamartín,1,G,1,1,6,0,0,2950,4,196,0,0,Piso
0,30-50,1,Portazgo,0,0,Puente de Vallecas,1,G,0,0,2,0,0,800,2,75,0,0,Piso
1,30-50,1,Canillas,0,0,Hortaleza,0,G,0,1,3,1,0,650,1,40,0,0,Piso
0,20-30,1,Valdeacederas,0,0,Tetuán,0,G,0,1,Bajos,0,0,600,1,30,0,0,Piso
0,+100,1,Sol,0,0,Latina,1,A,0,0,2,1,0,800,1,69,0,0,Piso
0,30-50,1,Imperial,0,0,Arganzuela,1,D,0,1,1,1,0,700,2,70,0,0,Piso
0,50-70,2,Ventas,0,0,Ciudad Lineal,0,G,0,1,Bajos,1,0,700,2,65,0,0,Piso
0,70-100,1,Lista,1,1,Salamanca,1,G,0,1,Principal,1,1,675,1,55,0,0,Piso
0,50-70,1,Ventas,0,0,Ciudad Lineal,1,E,0,1,1,1,0,750,3,90,0,0,Piso
1,10-20,2,Valderrivas,1,1,Vicálvaro,1,E,0,1,1,0,0,990,3,120,1,0,Piso
0,30-50,1,Imperial,0,0,Arganzuela,1,G,0,1,2,1,0,800,3,80,0,0,Piso
0,20-30,1,Canillas,0,0,Hortaleza,1,G,0,1,3,1,0,700,1,42,0,0,Piso
0,30-50,2,Pradolongo,0,0,Usera,1,G,0,0,3,0,0,1050,3,146,0,1,Ático
1,10-20,1,Canillejas,0,0,San Blas,0,D,0,1,4,0,0,630,2,60,0,1,Piso
0,50-70,1,Puerta del Ángel,0,0,Latina,0,G,0,0,1,0,0,650,1,55,0,0,Piso
1,+100,1,Justicia,0,0,Centro,0,G,0,1,3,1,0,660,1,24,0,0,Ático
1,10-20,2,Estrella,1,0,Retiro,1,G,0,1,3,0,1,1450,2,103,1,0,Piso
0,70-100,1,Gaztambide,0,0,Chamberí,1,G,0,1,1,0,0,900,2,70,0,0,Piso
0,70-100,1,Berruguete,0,0,Tetuán,0,Exento,0,1,2,1,0,650,1,40,0,0,Apartamento
1,20-30,1,Valdeacederas,1,0,Tetuán,1,G,0,1,2,1,0,699,1,42,1,0,Piso
0,50-70,1,Nueva España,1,0,Chamartín,1,C,0,1,3,1,1,990,1,56,1,1,Piso
0,1-5,1,Numancia,0,0,Puente de Vallecas,0,B,0,0,2,0,0,750,1,50,0,0,Apartamento
1,10-20,1,San Diego,0,1,Puente de Vallecas,1,G,0,1,1,0,0,810,2,90,0,0,Piso
1,+100,2,Justicia,0,0,Centro,1,G,0,1,2,0,0,2200,3,155,0,0,Piso
1,70-100,1,Ciudad Jardín,0,0,Chamartín,0,E,0,1,1,0,0,900,1,73,0,0,Piso
0,30-50,1,Lucero,0,0,Latina,1,G,0,1,Bajos,0,0,800,2,66,0,0,Piso
1,50-70,1,Puerta del Ángel,0,0,Latina,0,G,0,0,1,0,0,650,2,50,0,0,Piso
1,50-70,1,Aluche,1,1,Latina,1,G,0,1,+15,1,0,790,2,88,0,0,Piso
1,10-20,2,Corralejos,1,1,Barajas,1,G,0,1,2,0,0,1200,3,105,1,0,Piso
1,10-20,2,Rosas,0,0,Vicálvaro,1,G,0,1,5,1,0,850,3,120,0,1,Piso
0,50-70,1,Cármenes,0,0,Latina,0,G,0,1,2,0,0,690,2,75,0,1,Piso
1,50-70,2,Hispanoamérica,0,1,Chamartín,1,D,0,1,2,0,0,1200,1,83,0,0,Piso
1,30-50,1,Pueblo Nuevo,0,0,Ciudad Lineal,0,G,0,1,2,1,0,590,2,55,0,1,Piso
1,30-50,1,Valdezarza,0,0,Moncloa,0,G,0,1,2,1,0,1000,2,90,0,1,Piso
0,70-100,2,Goya,0,0,Salamanca,1,G,0,1,3,0,0,2450,4,185,0,0,Piso
1,30-50,1,Castillejos,0,1,Tetuán,1,E,0,1,7,0,0,800,1,45,0,0,Piso
1,50-70,1,Lucero,0,0,Latina,0,E,0,1,1,1,0,595,1,47,0,0,Estudio
1,10-20,2,Corralejos,1,0,Barajas,1,G,0,0,3,0,0,925,2,95,1,1,Piso
1,70-100,1,Goya,0,1,Salamanca,1,G,0,1,3,0,0,1100,1,65,0,0,Apartamento
1,<1,1,Delicias,1,1,Arganzuela,1,C,0,1,4,0,1,1045,1,45,1,0,Piso
0,10-20,1,Valdeacederas,1,0,Tetuán,1,G,0,1,1,1,0,600,1,55,0,1,Piso
1,30-50,2,Ciudad Jardín,0,0,Chamartín,1,G,0,1,4,1,0,1400,3,114,0,1,Piso
1,10-20,2,Butarque,1,0,Villaverde,1,G,0,0,5,0,0,825,3,103,1,1,Piso
1,30-50,2,Estrella,0,1,Arganzuela,1,G,0,1,7,1,0,1375,3,100,0,0,Piso
1,50-70,1,Puerta del Ángel,0,0,Latina,0,G,0,1,1,1,0,595,1,42,0,0,Piso
0,+100,1,Embajadores,0,0,Centro,1,G,0,0,3,0,0,1100,1,84,0,0,Piso
1,70-100,1,Ríos Rosas,0,0,Chamberí,1,A,1,1,1,1,0,700,1,35,0,0,Piso
1,70-100,1,Delicias,0,0,Arganzuela,1,G,0,1,Bajos,0,0,600,1,35,0,0,Piso
0,<1,2,El Cañaveral,1,1,Vicálvaro,1,B,1,1,1,0,1,1025,4,110,1,0,Piso
1,30-50,1,Casco Histórico de Vallecas,0,0,Villa de Vallecas,0,G,0,0,1,0,0,670,2,50,0,0,Piso
1,50-70,1,Nueva España,0,0,Chamartín,1,B,0,0,8,1,0,1300,1,78,0,0,Piso
0,50-70,1,Cármenes,0,0,Latina,1,G,0,1,2,0,0,700,3,80,0,0,Piso
1,10-20,2,Valdefuentes,1,1,Hortaleza,1,G,0,1,2,0,1,1300,2,100,1,0,Piso
1,50-70,1,Casco Histórico de Vicálvaro,0,0,Vicálvaro,0,G,0,1,1,0,0,650,2,65,0,1,Piso
0,30-50,1,Zofío,0,0,Usera,0,G,0,1,1,0,0,650,2,68,0,0,Piso
0,30-50,1,Justicia,0,0,Centro,0,G,0,1,4,0,0,1000,2,60,0,0,Ático
1,10-20,2,Simancas,0,0,San Blas,0,G,1,1,1,1,0,1200,4,145,0,1,Piso
0,<1,2,Timón,1,1,Barajas,1,G,1,1,5,0,1,1300,3,120,1,0,Piso
1,+100,1,Sol,0,0,Carabanchel,0,G,0,1,3,1,0,700,2,64,0,1,Piso
1,10-20,1,Legazpi,1,0,Arganzuela,1,G,0,1,4,1,0,750,1,54,1,1,Estudio
1,+100,1,Embajadores,0,0,Centro,0,E,0,1,2,1,0,790,2,55,0,0,Piso
0,+100,1,Palacio,0,0,Centro,0,G,0,1,1,0,0,570,1,45,0,0,Apartamento
1,+100,1,Cortes,1,0,Centro,1,A,0,1,1,1,0,1100,1,61,1,1,Piso
1,10-20,2,Valdefuentes,1,0,Hortaleza,1,G,0,1,2,0,0,1250,3,120,1,0,Piso
1,50-70,1,Vallehermoso,0,0,Chamberí,1,G,0,0,1,0,0,1280,2,92,0,0,Piso
1,10-20,2,Valdefuentes,1,0,Hortaleza,1,G,0,0,3,0,1,1950,3,156,1,1,Piso
1,50-70,2,El Viso,0,1,Chamartín,1,C,1,1,1,1,0,1500,2,100,0,0,Piso
0,50-70,1,Arcos,0,0,San Blas,0,G,0,0,2,0,0,650,2,49,0,0,Piso
1,10-20,1,Casco Histórico de Barajas,0,0,Barajas,0,G,0,1,2,1,0,650,1,40,0,0,Apartamento
1,+100,1,Embajadores,0,0,Centro,1,G,0,1,2,1,0,800,1,55,0,0,Apartamento
0,+100,1,Embajadores,0,0,Centro,0,D,0,0,Bajos,0,0,1150,2,85,0,0,Piso
1,10-20,1,Simancas,1,1,San Blas,1,A,0,1,3,1,0,780,1,55,1,0,Apartamento
1,70-100,1,Ibiza,0,0,Retiro,1,G,0,1,3,1,0,950,3,80,0,0,Piso
1,30-50,1,Goya,0,1,Salamanca,1,E,0,1,2,1,0,700,1,32,0,0,Estudio
1,50-70,1,Fuente del Berro,0,0,Salamanca,1,G,0,1,4,0,0,600,1,45,0,0,Apartamento
1,30-50,1,Pilar,0,1,Fuencarral,1,G,0,1,5,0,0,850,2,63,0,0,Piso
1,+100,2,Cortes,0,1,Centro,1,G,0,1,2,1,0,2300,3,115,0,0,Piso
0,+100,2,Universidad,0,1,Centro,1,G,0,1,3,1,0,2000,5,200,0,0,Piso
1,70-100,1,Goya,0,1,Salamanca,1,G,0,1,3,0,0,1750,2,130,0,0,Piso
0,50-70,1,Castellana,0,1,Salamanca,1,G,0,1,2,1,0,750,1,50,0,0,Piso
1,20-30,2,Piovera,1,0,Hortaleza,1,G,1,1,3,0,0,1750,3,135,1,0,Piso
1,10-20,1,Buenavista,1,1,Carabanchel,1,G,0,1,4,1,0,700,1,50,1,0,Apartamento
0,30-50,2,Peñagrande,1,1,Fuencarral,1,G,0,1,11,1,1,1100,3,133,1,1,Piso
0,50-70,1,Puerta Bonita,0,0,Carabanchel,0,G,0,1,4,1,0,670,2,60,0,1,Piso
0,70-100,2,Argüelles,0,1,Moncloa,1,G,0,1,Bajos,0,0,1100,2,90,0,0,Piso
1,+100,1,Universidad,0,0,Centro,0,G,0,1,2,1,0,650,1,43,0,0,Piso
0,30-50,1,Peñagrande,0,0,Fuencarral,1,G,0,1,7,0,0,900,3,80,0,1,Piso
1,30-50,2,Alameda de Osuna,1,1,Barajas,1,G,0,1,1,1,0,1100,2,74,1,0,Piso
0,20-30,2,Quintana,0,0,Ciudad Lineal,0,G,0,1,2,1,0,895,3,70,0,0,Piso
0,70-100,2,Gaztambide,0,0,Chamberí,1,G,0,1,1,1,0,1800,3,136,0,0,Piso
0,70-100,2,Lista,0,1,Salamanca,1,G,1,1,2,0,0,2150,3,155,0,1,Piso
1,70-100,2,Goya,0,0,Salamanca,1,G,1,1,1,0,0,1600,3,115,0,0,Piso
0,50-70,1,Casa de Campo,0,1,Moncloa,1,G,0,1,3,1,0,900,2,80,0,1,Piso
1,+100,3,Recoletos,0,0,Salamanca,1,G,0,1,3,0,0,2000,2,135,0,0,Piso
0,70-100,1,Gaztambide,0,0,Chamberí,1,G,0,1,2,1,0,700,2,45,0,0,Piso
0,30-50,1,Pueblo Nuevo,0,0,Ciudad Lineal,1,G,0,1,Bajos,1,0,750,2,60,0,0,Piso
1,50-70,2,El Viso,1,1,Chamartín,1,G,1,1,12,0,0,2800,3,250,1,0,Piso
1,10-20,2,Aravaca,1,1,Moncloa,1,D,1,1,1,0,0,1300,2,105,1,0,Piso
1,30-50,1,Castilla,1,0,Chamartín,1,B,0,0,+15,1,0,990,1,80,1,0,Piso
1,70-100,1,Ríos Rosas,0,0,Chamberí,0,G,0,1,2,1,0,995,1,50,0,0,Piso
1,70-100,2,Ibiza,0,0,Retiro,1,G,0,1,4,1,0,2100,4,160,0,0,Piso
0,20-30,2,San Pascual,0,0,Ciudad Lineal,1,G,0,1,2,1,0,900,3,95,0,0,Piso
0,30-50,1,Almagro,0,0,Chamberí,0,G,0,0,3,0,0,700,1,36,0,0,Piso
1,30-50,2,Estrella,0,0,Retiro,1,G,0,1,6,1,0,1950,3,162,0,0,Piso
1,+100,1,Universidad,0,0,Centro,0,G,0,1,Entresuelo,0,0,920,1,70,0,0,Piso
1,10-20,1,Guindalera,0,1,Salamanca,1,D,0,1,2,0,0,800,1,49,0,0,Piso
1,30-50,1,Pilar,0,0,Fuencarral,1,G,0,1,3,1,0,690,2,54,0,1,Piso
1,30-50,1,San Juan Bautista,1,1,Ciudad Lineal,1,G,0,1,3,0,0,1100,2,80,0,0,Piso
0,70-100,1,Goya,0,0,Salamanca,0,E,0,0,1,1,0,750,1,40,0,0,Estudio
0,10-20,1,Rejas,0,0,San Blas,1,G,0,0,5,1,0,700,1,55,1,0,Apartamento
1,30-50,1,Casco Histórico de Vallecas,0,0,Villa de Vallecas,0,G,0,0,1,1,0,700,3,64,0,0,Piso
0,50-70,1,Peñagrande,0,0,Fuencarral,1,G,0,1,1,1,0,725,2,57,0,0,Piso
1,30-50,1,Pueblo Nuevo,0,0,Ciudad Lineal,1,G,0,1,5,0,0,780,2,52,0,1,Piso
1,70-100,1,Lista,0,0,Salamanca,1,G,0,1,4,1,0,760,1,50,0,0,Piso
0,50-70,1,Castellana,0,0,Salamanca,1,A,0,0,1,0,0,1050,1,50,0,0,Piso
0,70-100,1,Goya,0,1,Salamanca,1,C,0,1,3,0,0,1500,2,96,0,0,Piso
1,30-50,2,Vista Alegre,1,0,Carabanchel,0,G,0,1,2,0,0,750,3,70,0,0,Piso
1,30-50,2,Alameda de Osuna,1,0,Barajas,1,G,0,1,3,0,0,1280,4,125,1,1,Piso
1,70-100,2,Jerónimos,0,1,Retiro,1,G,1,1,Bajos,0,0,1150,2,103,0,1,Piso
0,70-100,1,Ibiza,0,0,Retiro,1,G,0,1,Bajos,0,0,700,1,41,0,0,Piso
1,30-50,2,Estrella,0,1,Retiro,1,G,0,1,3,1,0,1350,3,110,0,1,Piso
0,70-100,1,Goya,0,1,Salamanca,1,G,0,1,1,1,0,790,2,65,0,0,Piso
1,70-100,2,Pacífico,0,1,Retiro,1,G,0,1,3,0,0,1500,3,141,1,1,Piso
0,30-50,2,Peñagrande,1,1,Fuencarral,1,C,0,1,1,0,0,1100,3,100,1,0,Piso
1,50-70,2,Mirasierra,1,0,Fuencarral,1,G,0,1,1,0,0,1300,3,86,1,0,Piso
1,10-20,1,Aeropuerto,0,0,Barajas,1,G,0,1,1,1,0,650,1,60,0,0,Apartamento
1,20-30,2,Palomas,1,0,Hortaleza,1,G,0,0,3,0,0,1300,3,112,1,0,Apartamento
1,50-70,1,Almenara,0,1,Tetuán,1,G,0,1,1,1,0,600,1,30,0,0,Estudio
0,50-70,1,Hellín,0,0,San Blas,0,A,0,1,3,0,0,750,3,55,0,0,Piso
0,10-20,2,Valdefuentes,1,1,Hortaleza,1,G,1,1,1,0,0,1500,4,140,1,1,Piso
0,20-30,1,Acacias,0,0,Arganzuela,1,G,0,1,2,1,0,750,2,45,0,0,Piso
1,10-20,2,Apóstol Santiago,0,1,Hortaleza,1,G,1,1,4,1,0,800,1,80,0,0,Piso
1,50-70,1,Hispanoamérica,0,0,Chamartín,0,G,0,1,3,0,0,1100,2,66,0,0,Piso
1,10-20,1,Valverde,1,0,Centro,1,G,0,1,3,1,0,1150,2,74,1,0,Piso
