Air_Conditioner,Antiquity,Bathrooms,Borough,Community_Zone,Concierge,District,Elevator,Energy_Consumption,Ensuite,Equipped_Kitchen,Floor,Furnished,Garden,Price,Rooms,Size,Swimming_Pool,Terrace,Type
1,50-70,1,Fuente del Berro,0,0,Salamanca,0,G,0,1,Bajos,0,0,600,1,45,0,0,Piso
1,70-100,2,Gaztambide,0,1,Chamberí,1,G,0,1,1,0,0,1600,5,114,0,0,Piso
1,+100,2,Recoletos,0,0,Salamanca,1,D,1,1,3,0,0,1925,4,130,0,1,Piso
1,50-70,2,Nueva España,0,0,Chamartín,0,G,0,0,2,0,0,2500,2,155,0,1,Piso
1,20-30,1,Valdeacederas,0,0,Tetuán,0,G,0,1,1,1,0,750,2,60,0,0,Piso
1,+100,1,Palacio,0,1,Centro,1,C,0,1,3,1,0,760,1,49,0,0,Apartamento
0,30-50,2,San Juan Bautista,0,0,Ciudad Lineal,1,G,0,0,2,0,0,1400,2,96,1,1,Piso
1,10-20,3,Cortes,0,0,Centro,1,G,0,1,Entresuelo,0,0,1800,3,130,0,0,Dúplex
1,70-100,3,Trafalgar,0,0,Chamberí,1,G,0,1,4,0,0,2800,5,154,0,1,Piso
0,50-70,1,Castellana,0,0,Salamanca,0,G,0,0,5,0,0,1300,2,70,0,0,Piso
0,50-70,1,Puerta del Ángel,0,0,Latina,1,G,0,1,2,0,0,820,3,77,0,1,Piso
0,70-100,1,Palos de Moguer,0,0,Arganzuela,0,G,0,1,Sótano,0,0,1000,1,28,0,0,Apartamento
1,10-20,2,Valdefuentes,1,0,Hortaleza,1,G,0,1,2,0,0,1400,2,95,1,1,Piso
0,70-100,1,Arapiles,0,0,Chamberí,1,G,0,0,1,0,0,1100,2,90,0,0,Piso
1,50-70,2,Moscardó,0,1,Usera,1,G,0,1,5,0,0,975,3,90,0,0,Piso
1,30-50,1,Castillejos,0,0,Tetuán,1,G,1,1,6,1,0,1200,1,45,0,0,Estudio
1,30-50,1,Vista Alegre,0,0,Carabanchel,0,G,0,1,Bajos,0,0,600,1,65,0,0,Piso
0,30-50,2,Fuente del Berro,0,0,Salamanca,1,G,0,1,4,1,0,850,1,49,0,1,Piso
1,70-100,2,Ríos Rosas,0,0,Chamberí,0,G,0,1,Sótano,0,0,2075,2,55,0,0,Apartamento
0,30-50,1,Arcos,1,0,San Blas,1,D,0,1,2,1,0,900,3,90,0,1,Piso
0,50-70,3,Hispanoamérica,0,1,Chamartín,1,G,0,1,5,0,0,2400,4,187,0,1,Piso
0,70-100,2,Goya,0,0,Salamanca,1,G,0,1,1,1,0,1300,2,70,0,0,Piso
0,20-30,1,Pinar del Rey,0,0,Hortaleza,0,E,0,1,4,0,0,760,2,62,0,1,Piso
0,70-100,1,Lista,0,1,Salamanca,0,G,0,1,1,0,0,790,1,40,0,0,Apartamento
1,70-100,1,Ríos Rosas,0,0,Chamberí,1,G,0,1,1,1,0,1150,2,75,0,0,Apartamento
1,30-50,1,Prosperidad,0,1,Chamartín,1,G,1,1,5,1,0,950,1,60,0,1,Piso
1,+100,2,Universidad,0,1,Centro,1,G,0,1,1,1,0,850,1,24,0,0,Piso
1,70-100,2,Gaztambide,0,0,Chamberí,1,G,0,1,1,1,0,1590,3,91,0,1,Piso
1,50-70,1,Amposta,0,0,San Blas,0,G,0,1,3,0,0,600,1,53,0,0,Piso
0,70-100,3,Gaztambide,0,1,Chamberí,1,G,0,1,3,1,0,1200,3,155,0,0,Piso
1,50-70,3,El Viso,0,0,Chamartín,1,G,0,0,7,0,0,2750,3,170,0,1,Piso
0,30-50,1,Palacio,0,1,Centro,1,G,0,0,3,0,0,990,2,55,0,0,Piso
0,70-100,1,Trafalgar,0,0,Chamberí,1,G,0,1,5,1,0,800,1,40,0,0,Piso
1,20-30,2,Lista,0,1,Salamanca,1,G,0,1,1,1,0,2000,3,129,0,1,Piso
0,70-100,1,Goya,0,0,Salamanca,0,G,0,1,1,1,0,800,1,40,0,0,Piso
0,50-70,1,Casa de Campo,0,0,Moncloa,0,G,0,0,2,0,0,800,1,43,0,0,Piso
0,+100,1,Embajadores,0,0,Centro,0,G,0,0,3,0,0,715,2,70,0,0,Piso
0,70-100,1,Arapiles,0,0,Chamberí,1,G,0,1,1,1,0,1300,3,75,0,0,Piso
0,10-20,1,Almendrales,1,0,Usera,1,G,1,0,1,0,0,950,1,118,1,0,Piso
1,70-100,1,Trafalgar,0,1,Chamberí,1,G,0,1,3,1,0,1200,2,80,0,0,Piso
0,70-100,2,Gaztambide,0,0,Chamberí,1,C,0,1,3,1,0,1900,4,130,0,0,Piso
1,10-20,1,Puerta del Ángel,0,0,Latina,1,G,0,1,Bajos,1,0,770,1,63,0,1,Apartamento
1,30-50,1,Prosperidad,0,0,Chamartín,1,G,0,1,1,1,0,650,1,45,0,0,Piso
1,30-50,1,Vista Alegre,0,0,Carabanchel,0,E,0,1,2,1,0,850,3,72,0,0,Piso
0,70-100,1,Goya,0,0,Salamanca,1,G,0,1,1,1,0,1100,2,60,0,0,Piso
1,30-50,3,Goya,0,0,Salamanca,1,G,0,1,3,0,0,3500,4,342,0,1,Piso
1,30-50,1,Castilla,1,1,Chamartín,1,G,1,1,1,0,1,900,1,62,1,1,Apartamento
0,30-50,2,Castillejos,0,0,Tetuán,1,E,0,1,1,1,0,999,2,70,0,0,Piso
0,30-50,2,Salvador,0,0,San Blas,1,G,0,1,4,0,0,1000,4,100,0,1,Piso
1,10-20,1,Valverde,0,0,Centro,0,G,0,1,Bajos,0,0,1942,1,45,0,0,Apartamento
1,30-50,1,Concepción,1,1,Ciudad Lineal,1,G,0,0,1,0,0,750,1,52,1,1,Piso
1,70-100,1,Arapiles,0,0,Chamberí,1,G,0,1,4,1,0,750,1,55,0,0,Piso
1,10-20,1,Abrantes,0,1,Carabanchel,1,G,0,1,7,1,0,700,1,62,1,0,Piso
0,50-70,1,Goya,0,1,Salamanca,1,G,0,1,2,1,0,1198,2,63,0,1,Piso
1,50-70,2,Almagro,0,1,Chamberí,1,G,1,1,1,1,0,1200,1,82,0,1,Dúplex
1,30-50,1,Recoletos,0,0,Salamanca,1,G,0,1,1,1,0,1020,1,53,0,0,Apartamento
1,10-20,2,Castellana,0,0,Salamanca,1,G,0,1,4,1,0,1500,2,70,0,0,Piso
1,+100,2,Ventas,0,0,Ciudad Lineal,1,G,0,1,2,1,0,1125,3,130,0,0,Piso
1,+100,1,Hellín,0,0,San Blas,0,G,0,1,1,1,0,850,2,63,0,0,Piso
1,+100,1,Justicia,0,0,Centro,1,E,0,1,2,1,0,1200,1,47,0,0,Piso
1,<1,1,Ibiza,0,0,Retiro,0,D,0,1,2,1,0,650,1,40,0,0,Loft
1,+100,1,Embajadores,0,0,Centro,1,G,0,1,2,1,0,700,1,41,0,0,Piso
1,30-50,2,San Juan Bautista,1,1,Ciudad Lineal,1,G,1,1,3,0,1,1100,2,80,1,0,Piso
0,50-70,1,Atalaya,0,0,Puente de Vallecas,0,G,0,1,3,0,0,835,3,85,0,0,Piso
1,10-20,1,Lucero,0,0,Latina,0,G,0,1,Bajos,1,0,700,1,55,0,0,Piso
0,70-100,1,Lista,0,0,Salamanca,1,G,0,0,4,0,0,850,1,50,0,0,Piso
1,+100,2,Recoletos,0,1,Salamanca,1,G,0,1,Bajos,0,0,1400,3,110,0,0,Piso
1,10-20,1,Concepción,1,1,Ciudad Lineal,1,E,1,1,1,1,0,1200,1,74,1,1,Apartamento
1,70-100,2,Castellana,0,1,Salamanca,1,G,0,1,5,1,0,1800,2,135,0,0,Piso
1,+100,1,Recoletos,0,1,Salamanca,1,D,1,1,4,0,0,1200,1,70,0,0,Piso
1,30-50,1,Casa de Campo,0,0,Moncloa,1,G,0,1,1,1,0,1200,1,57,0,0,Piso
1,10-20,1,Cuatro Vientos,1,0,Latina,1,E,0,0,5,0,1,690,1,51,1,0,Piso
0,10-20,2,Zofío,0,0,Usera,0,G,0,0,3,0,0,800,2,70,0,1,Ático
0,20-30,1,Acacias,0,0,Arganzuela,1,G,0,1,3,0,0,650,1,40,0,0,Apartamento
1,50-70,1,Pilar,0,0,Fuencarral,1,G,0,1,5,0,0,800,2,60,0,0,Piso
1,30-50,1,Prosperidad,0,0,Chamartín,1,A,0,0,1,0,0,780,1,50,0,0,Piso
1,70-100,1,Lista,0,0,Salamanca,1,G,0,0,3,1,0,1300,3,80,0,0,Apartamento
0,70-100,1,Ríos Rosas,0,0,Chamberí,1,G,0,1,3,1,0,800,1,35,0,0,Piso
1,50-70,3,Castellana,0,1,Salamanca,1,G,1,1,4,1,0,3500,3,196,0,1,Piso
1,1-5,1,Numancia,0,0,Puente de Vallecas,1,B,0,1,2,0,0,600,1,33,0,0,Piso
0,30-50,1,Pueblo Nuevo,0,0,Ciudad Lineal,0,G,0,0,Bajos,0,0,650,1,58,0,0,Planta baja
1,+100,1,Sol,0,0,Centro,1,E,0,1,6,1,0,1275,1,112,0,0,Piso
1,70-100,1,Argüelles,1,1,Moncloa,1,G,1,1,11,1,0,1750,1,100,0,1,Piso
1,70-100,5,Lista,0,1,Salamanca,1,G,1,1,1,0,0,3500,6,205,0,0,Piso
1,+100,1,Embajadores,0,0,Centro,0,G,0,1,4,1,0,1050,1,43,0,0,Piso
0,20-30,1,Ciudad Jardín,0,0,Chamartín,1,F,0,1,1,0,0,764,1,65,1,0,Piso
0,50-70,1,Cuatro Caminos,0,0,Tetuán,1,C,0,1,1,0,0,950,1,65,0,0,Apartamento
1,30-50,1,Valdezarza,0,0,Moncloa,1,G,0,1,4,0,0,900,2,79,0,1,Piso
1,10-20,1,Recoletos,1,1,Salamanca,1,G,0,1,3,1,0,800,1,25,0,0,Piso
1,+100,1,Castilla,0,0,Chamartín,1,G,0,1,2,1,1,850,2,70,0,0,Piso
1,10-20,1,Berruguete,1,1,Tetuán,1,G,0,1,1,1,1,725,1,33,0,0,Apartamento
1,10-20,1,Rejas,1,1,San Blas,1,G,0,1,4,1,0,700,1,57,1,0,Piso
0,50-70,1,Cuatro Caminos,0,0,Tetuán,1,G,0,1,6,1,0,950,1,76,0,0,Piso
0,30-50,1,El Pardo,0,0,Fuencarral,1,E,0,0,5,0,0,850,2,57,0,0,Piso
1,50-70,2,Fuente del Berro,0,0,Salamanca,0,G,0,1,1,0,0,1900,4,90,0,0,Piso
1,10-20,2,Orcasitas,0,0,Usera,1,E,0,1,2,1,0,980,3,120,0,0,Piso
1,+100,1,Sol,0,0,Centro,1,G,0,1,5,0,0,1850,1,75,0,1,Piso
1,30-50,1,Recoletos,0,1,Salamanca,1,G,0,1,5,0,0,1995,1,65,0,0,Piso
0,10-20,1,San Diego,0,0,Puente de Vallecas,0,G,0,1,1,0,0,684,2,40,0,0,Piso
1,10-20,4,Valdemarín,1,0,Moncloa,1,G,0,1,1,0,0,1950,4,171,1,0,Piso
1,+100,3,Embajadores,0,0,Centro,1,G,0,1,4,0,0,2100,3,200,0,0,Piso
1,30-50,1,Pilar,0,0,Fuencarral,0,G,0,0,Bajos,0,0,800,1,45,0,0,Estudio
0,70-100,3,Argüelles,0,0,Moncloa,1,G,1,1,5,0,0,3000,3,220,0,0,Piso
1,50-70,1,Zofío,0,0,Usera,1,G,0,1,11,1,0,1200,3,94,0,0,Piso
1,50-70,1,Vallehermoso,0,0,Chamberí,0,G,0,1,1,1,0,1600,4,95,0,0,Piso
1,50-70,1,Vallehermoso,0,1,Chamberí,1,G,0,1,5,0,0,750,1,40,0,0,Estudio
0,10-20,1,Valverde,0,0,Fuencarral,1,G,0,0,1,0,0,1150,1,55,0,0,Piso
1,+100,1,Universidad,0,0,Centro,1,G,0,1,2,1,0,750,1,45,0,0,Estudio
0,+100,2,Embajadores,0,0,Centro,1,A,0,1,5,1,0,1900,2,173,0,1,Ático
1,50-70,1,Hispanoamérica,0,0,Chamartín,1,G,0,1,1,1,0,750,1,50,0,0,Piso
1,+100,1,Palacio,0,0,Centro,0,G,0,1,Entresuelo,0,0,1416,2,70,0,0,Apartamento
1,70-100,1,Ríos Rosas,0,0,Chamberí,1,G,0,1,1,1,0,900,1,40,0,0,Piso
0,50-70,1,Ciudad Universitaria,0,1,Moncloa,1,G,0,1,2,0,0,1000,2,67,0,0,Piso
0,70-100,1,Lista,0,0,Salamanca,1,G,0,1,Bajos,1,0,890,2,70,0,0,Piso
1,50-70,4,Piovera,0,0,Hortaleza,0,G,0,1,1,0,0,1900,5,262,0,1,Ático
1,30-50,2,Castillejos,0,1,Tetuán,1,G,0,1,3,1,0,1050,1,50,0,0,Piso
1,30-50,2,Castillejos,0,1,Tetuán,1,G,0,1,2,1,0,1150,1,53,0,0,Ático
1,50-70,3,Fuente del Berro,0,0,Salamanca,1,E,0,1,1,1,0,1350,3,145,0,0,Piso
1,70-100,6,Argüelles,0,1,Moncloa,1,G,0,1,7,0,0,3600,4,230,0,1,Ático
1,70-100,1,Gaztambide,0,0,Chamberí,1,G,0,1,5,1,0,1000,1,60,0,0,Piso
1,30-50,1,Cuatro Caminos,0,0,Tetuán,1,G,0,1,6,1,0,1500,1,75,0,0,Apartamento
1,50-70,2,Hispanoamérica,0,0,Chamartín,1,D,0,1,Principal,1,0,1400,2,65,0,1,Dúplex
0,50-70,1,Guindalera,0,0,Salamanca,1,G,0,0,7,0,0,663,1,50,0,0,Piso
0,+100,1,Cortes,0,0,Centro,1,D,0,1,1,0,0,990,2,71,0,0,Piso
1,50-70,1,Puerta del Ángel,0,0,Latina,0,G,0,1,Bajos,0,0,700,2,50,0,0,Piso
0,50-70,1,Guindalera,0,0,Salamanca,0,G,0,0,4,0,0,1170,1,60,0,0,Piso
0,70-100,1,Argüelles,0,1,Moncloa,1,G,0,1,2,1,0,900,2,60,0,0,Piso
0,70-100,1,Trafalgar,0,1,Chamberí,1,G,0,0,2,0,0,1600,2,90,0,0,Piso
1,20-30,1,Cuatro Caminos,0,1,Tetuán,1,G,0,1,Bajos,1,1,625,1,28,0,0,Estudio
1,70-100,1,Arapiles,0,0,Chamberí,0,G,0,0,3,1,0,900,2,50,0,0,Piso
0,70-100,1,Arapiles,0,0,Chamberí,1,E,0,0,2,1,0,1000,2,70,0,0,Piso
1,+100,2,Sol,0,0,Centro,1,C,0,1,4,1,0,1350,2,70,0,0,Piso
1,+100,1,Palacio,0,0,Centro,1,G,0,1,6,1,0,975,1,45,0,0,Dúplex
0,50-70,1,Cuatro Caminos,0,0,Tetuán,1,G,0,0,Bajos,0,0,765,1,60,0,0,Piso
1,70-100,1,Goya,0,1,Salamanca,1,G,0,1,3,1,0,1100,2,68,0,0,Piso
1,+100,2,Castellana,0,0,Salamanca,1,G,0,1,5,1,0,1800,2,135,0,0,Piso
0,70-100,1,Jerónimos,0,0,Retiro,1,G,0,0,6,1,0,1350,1,35,0,0,Piso
1,+100,1,Recoletos,0,0,Salamanca,1,G,0,1,4,0,0,1550,1,60,0,0,Piso
1,70-100,1,Arapiles,0,0,Chamberí,0,G,0,1,5,1,0,1250,2,70,0,0,Piso
1,+100,1,Goya,0,0,Salamanca,0,G,0,1,1,0,0,790,1,27,0,0,Apartamento
0,+100,1,Recoletos,0,0,Salamanca,1,G,0,0,2,1,0,1300,1,73,0,0,Piso
1,50-70,2,Hispanoamérica,0,1,Chamartín,1,G,1,1,5,0,0,1800,2,102,0,1,Ático
1,50-70,3,Castellana,0,1,Salamanca,1,E,0,1,4,1,0,3500,3,196,0,0,Piso
1,+100,1,Universidad,1,0,Centro,1,G,0,1,4,1,0,775,1,38,0,0,Piso
1,10-20,2,Valdefuentes,1,1,Hortaleza,1,G,1,1,2,0,0,1250,2,90,1,0,Piso
1,50-70,1,Vallehermoso,0,0,Chamberí,1,G,0,1,3,1,0,1200,3,85,0,0,Piso
1,+100,1,Recoletos,0,0,Salamanca,1,G,0,0,5,0,0,1375,1,85,0,0,Piso
1,30-50,1,Nueva España,1,1,Chamartín,1,G,1,1,1,1,0,750,1,48,1,0,Piso
0,+100,2,Embajadores,0,0,Centro,0,G,0,1,Bajos,0,0,3529,2,90,0,0,Apartamento
1,70-100,1,Goya,0,1,Salamanca,1,G,0,1,3,0,0,1150,2,65,0,0,Piso
1,20-30,1,Justicia,0,1,Centro,1,G,0,1,5,0,0,899,1,40,0,0,Apartamento
1,50-70,2,Puerta del Ángel,0,0,Latina,1,G,0,1,Bajos,1,0,750,1,62,0,0,Loft
1,+100,1,Universidad,0,0,Centro,0,G,0,1,Sótano,0,0,1995,1,25,0,0,Apartamento
1,50-70,1,Castellana,0,0,Salamanca,1,G,0,0,1,1,0,2500,1,50,0,0,Piso
1,+100,1,Sol,0,0,Centro,0,G,0,1,Sótano,0,0,1931,1,41,0,0,Apartamento
1,30-50,2,Peñagrande,0,1,Fuencarral,1,G,1,1,4,0,0,1250,4,129,0,1,Piso
0,+100,1,Universidad,0,0,Centro,0,G,0,1,Bajos,0,0,2228,1,40,0,0,Apartamento
1,20-30,1,Rosas,1,0,San Blas,1,G,0,1,6,1,0,1100,2,71,1,1,Ático
1,10-20,2,Valderrivas,0,0,Retiro,0,G,0,1,Sótano,0,0,2073,1,46,0,0,Apartamento
1,+100,2,Cortes,0,0,Centro,1,G,0,1,1,1,0,1600,2,102,0,0,Piso
1,50-70,3,Ibiza,0,1,Retiro,1,G,0,1,1,0,0,2800,3,190,0,0,Piso
1,50-70,1,Puerta del Ángel,0,0,Latina,0,G,0,1,Sótano,0,0,1199,1,35,0,0,Apartamento
1,+100,2,Cortes,0,0,Centro,0,G,0,1,Bajos,0,0,3338,2,75,0,0,Apartamento
1,30-50,1,Prosperidad,0,0,Chamartín,0,G,0,1,Bajos,1,0,825,1,55,0,0,Piso
1,10-20,2,Goya,0,1,Salamanca,1,G,1,1,3,0,0,1900,2,103,1,0,Piso
1,20-30,1,Acacias,1,0,Arganzuela,1,D,0,1,Bajos,1,0,850,1,40,1,0,Piso
0,70-100,2,Palacio,0,0,Centro,1,G,0,1,1,1,0,1200,2,110,0,0,Piso
1,30-50,1,Castilla,0,0,Chamartín,0,G,0,0,3,0,0,700,1,63,0,1,Piso
0,30-50,2,Peñagrande,1,0,Fuencarral,1,G,0,1,1,0,0,1100,2,112,1,1,Piso
1,50-70,1,Castillejos,0,0,Tetuán,0,E,0,1,2,0,0,1200,2,65,0,0,Piso
0,10-20,1,Berruguete,0,0,Tetuán,0,G,0,0,4,0,0,750,2,40,0,0,Piso
1,70-100,1,Arapiles,0,0,Chamberí,1,G,0,1,7,1,0,1300,2,65,0,0,Piso
0,70-100,1,Gaztambide,0,0,Chamberí,0,G,0,1,4,1,0,1800,4,90,0,0,Piso
1,+100,1,Embajadores,0,0,Centro,0,G,0,1,Principal,0,0,1264,1,60,0,0,Apartamento
0,30-50,1,Guindalera,0,1,Salamanca,1,G,1,1,1,0,0,850,1,45,0,1,Piso
0,30-50,1,Imperial,1,1,Arganzuela,1,D,0,1,1,1,0,750,1,31,1,0,Piso
0,50-70,2,Chopera,0,1,Arganzuela,1,E,0,0,1,0,0,1600,2,97,0,0,Piso
0,+100,2,Universidad,0,0,Centro,1,G,0,1,2,1,0,2000,4,100,0,0,Piso
0,10-20,2,Simancas,1,1,San Blas,1,G,1,1,2,0,0,1250,4,130,1,0,Piso
1,+100,2,Justicia,0,1,Centro,1,G,1,1,4,0,0,1200,1,67,0,0,Apartamento
1,30-50,3,Castilla,1,1,Chamartín,1,G,1,1,11,0,0,2000,4,185,1,1,Piso
1,+100,1,Universidad,0,0,Centro,1,G,0,1,2,1,0,750,1,49,0,0,Estudio
1,+100,1,Cortes,0,0,Centro,0,G,0,1,Sótano,0,0,1615,1,35,0,0,Apartamento
1,+100,1,Sol,0,0,Centro,1,G,0,1,3,1,0,650,1,25,0,0,Piso
0,10-20,1,Abrantes,1,0,Carabanchel,1,G,0,1,1,1,1,625,1,56,1,0,Piso
0,+100,1,Embajadores,0,0,Centro,0,E,0,1,1,0,0,700,1,40,0,0,Estudio
1,70-100,2,Pacífico,0,1,Retiro,1,G,0,0,4,0,0,1500,3,120,0,1,Piso
1,+100,1,Sol,0,0,Centro,0,D,0,1,4,1,0,1100,1,50,0,1,Piso
1,+100,2,Embajadores,0,1,Centro,1,D,0,1,4,1,0,1400,2,80,0,0,Piso
1,70-100,2,Goya,0,0,Salamanca,1,G,0,1,2,0,0,1900,3,115,0,0,Piso
1,30-50,2,Goya,0,1,Salamanca,1,G,1,1,3,1,0,1600,3,89,0,0,Piso
1,+100,1,Justicia,0,0,Centro,0,G,0,1,2,1,0,1690,3,93,0,0,Piso
0,30-50,1,Prosperidad,0,0,Chamartín,0,G,0,0,2,0,0,1600,3,75,0,1,Piso
0,70-100,1,Lista,0,0,Salamanca,0,G,0,0,2,0,0,1100,1,40,0,0,Piso
1,50-70,2,Cuatro Caminos,0,1,Tetuán,1,G,1,1,7,1,0,1350,2,105,0,1,Piso
1,30-50,2,Almagro,0,1,Chamberí,1,G,0,1,2,1,0,3490,2,120,0,0,Piso
0,50-70,1,Hispanoamérica,0,0,Chamartín,0,G,0,0,6,0,0,1800,1,40,0,0,Piso
1,30-50,1,Castellana,0,0,Salamanca,1,G,0,1,6,1,0,850,1,60,0,0,Piso
1,70-100,3,Jerónimos,0,1,Retiro,1,G,1,1,3,0,0,3300,3,150,0,0,Piso
1,70-100,2,Goya,0,1,Salamanca,1,G,0,1,5,1,0,1500,3,131,0,0,Piso
0,70-100,1,Delicias,0,0,Arganzuela,1,G,0,1,2,0,0,795,3,54,0,0,Piso
1,+100,2,Cortes,0,0,Centro,1,E,1,1,4,1,0,2350,2,135,0,0,Piso
1,+100,1,Embajadores,0,0,Centro,0,G,0,1,Sótano,0,0,1417,2,75,0,0,Apartamento
1,10-20,3,Justicia,0,0,Centro,1,E,1,1,4,1,0,1700,3,144,0,0,Piso
1,+100,1,Cortes,0,0,Centro,0,G,0,1,2,0,0,1300,1,85,0,0,Apartamento
0,30-50,1,Canillas,0,1,Hortaleza,1,G,0,1,2,0,0,900,3,120,0,1,Piso
1,30-50,2,Prosperidad,0,0,Chamartín,1,G,0,0,2,0,0,999,3,105,1,0,Piso
0,70-100,1,Ibiza,0,0,Retiro,1,G,0,1,1,1,0,750,2,48,0,0,Piso
0,50-70,1,San Diego,0,0,Puente de Vallecas,0,G,0,0,1,0,0,650,3,76,0,1,Piso
1,+100,1,Recoletos,0,0,Salamanca,1,A,0,1,6,1,0,640,1,30,0,0,Estudio
1,30-50,1,Almagro,1,0,Chamberí,1,G,0,1,Entresuelo,1,0,1100,1,40,1,0,Piso
0,30-50,1,Moscardó,0,0,Usera,1,G,0,0,1,0,0,1100,3,101,0,1,Apartamento
0,50-70,1,Fuente del Berro,0,0,Salamanca,1,G,0,1,4,1,0,800,2,66,0,0,Piso
1,+100,1,Palacio,0,0,Centro,1,G,0,1,1,1,0,750,1,31,0,0,Estudio
1,50-70,1,Castellana,0,0,Salamanca,1,G,0,1,1,0,0,800,2,50,0,0,Apartamento
1,10-20,1,Ciudad Universitaria,1,1,Moncloa,1,G,0,1,8,1,0,1000,1,55,1,0,Apartamento
0,10-20,2,Rosas,1,1,San Blas,1,G,1,1,2,0,1,995,3,105,1,0,Piso
0,+100,1,Embajadores,0,0,Centro,0,G,0,1,Bajos,0,0,703,1,20,0,0,Apartamento
1,+100,1,Embajadores,0,0,Centro,0,G,0,1,Principal,0,0,1949,1,25,0,0,Apartamento
1,70-100,1,Palos de Moguer,0,0,Arganzuela,0,G,0,1,Sótano,0,0,2700,1,40,0,0,Apartamento
1,+100,1,Embajadores,0,0,Centro,0,G,0,1,Principal,0,0,1100,1,25,0,0,Apartamento
1,+100,1,Universidad,0,0,Centro,0,G,0,1,8,0,0,1348,1,22,0,0,Apartamento
1,+100,1,Justicia,0,0,Centro,0,G,0,1,Sótano,0,0,1225,1,65,0,0,Apartamento
1,+100,1,Embajadores,0,0,Centro,0,G,0,1,1,0,0,1480,2,68,0,0,Apartamento
1,70-100,1,Ibiza,0,0,Retiro,0,G,0,1,Sótano,0,0,1670,2,70,0,0,Apartamento
1,30-50,1,Castillejos,0,0,Tetuán,0,G,0,1,Sótano,0,0,1500,1,50,0,0,Apartamento
1,70-100,2,Ibiza,0,0,Retiro,0,G,0,1,Bajos,0,0,3630,3,90,0,0,Apartamento
1,+100,2,Universidad,0,0,Centro,0,G,0,1,Principal,0,0,1200,1,45,0,0,Apartamento
1,70-100,1,Delicias,0,0,Arganzuela,0,G,0,1,Sótano,0,0,1196,2,65,0,0,Apartamento
1,30-50,1,Castillejos,0,0,Tetuán,0,G,0,1,Sótano,0,0,1320,1,45,0,0,Apartamento
1,70-100,2,Palos de Moguer,0,0,Arganzuela,0,G,0,1,Sótano,0,0,3500,2,60,0,0,Apartamento
1,+100,1,Universidad,0,0,Centro,0,G,0,1,Entresuelo,0,0,1350,1,40,0,0,Apartamento
0,70-100,2,Ríos Rosas,0,0,Chamberí,0,G,0,1,Sótano,0,0,3500,2,163,0,0,Apartamento
1,10-20,1,Valverde,0,0,Fuencarral,0,G,0,1,1,0,0,2310,1,55,0,0,Apartamento
1,10-20,1,Valverde,0,0,Fuencarral,0,G,0,1,1,0,0,2640,1,55,0,0,Apartamento
1,70-100,2,Ibiza,0,0,Retiro,0,G,0,1,Bajos,0,0,1300,2,45,0,0,Apartamento
1,+100,1,Cortes,0,0,Centro,0,G,0,1,Bajos,0,0,990,1,40,0,0,Apartamento
1,+100,1,Sol,0,0,Centro,0,G,0,1,Sótano,0,0,990,1,53,0,0,Apartamento
1,30-50,1,Chopera,0,0,Arganzuela,0,G,0,1,Sótano,0,0,1190,1,65,0,0,Apartamento
1,70-100,1,Trafalgar,0,0,Chamberí,0,G,0,1,Principal,0,0,1980,1,50,0,0,Apartamento
1,50-70,2,El Viso,0,0,Chamartín,0,G,0,1,Sótano,0,0,2970,2,85,0,0,Apartamento
1,+100,2,Universidad,0,0,Centro,0,G,0,1,Bajos,0,0,2370,2,120,0,0,Apartamento
1,50-70,1,Vallehermoso,0,0,Chamberí,0,G,0,1,Sótano,0,0,1550,1,55,0,0,Apartamento
1,50-70,2,Castellana,0,0,Salamanca,0,G,0,1,Principal,0,0,1995,2,70,0,0,Apartamento
1,50-70,2,Castellana,0,0,Salamanca,0,G,0,1,Entresuelo,0,0,2030,2,70,0,0,Apartamento
1,+100,2,Cortes,0,0,Centro,0,G,0,1,Sótano,0,0,2000,2,110,0,0,Apartamento
0,20-30,2,Pinar del Rey,1,1,Hortaleza,1,E,1,1,3,0,0,900,2,70,1,1,Piso
0,+100,1,Palacio,0,0,Centro,0,G,0,1,2,1,0,590,1,38,0,0,Apartamento
1,50-70,1,Media Legua,0,0,Moratalaz,1,G,0,0,4,0,0,1100,3,95,0,0,Piso
0,50-70,1,Casco Histórico de Vicálvaro,0,0,Vicálvaro,0,G,0,0,3,0,0,680,2,55,0,0,Planta baja
0,70-100,1,Palacio,0,0,Centro,0,D,0,1,1,1,0,1000,2,81,0,0,Piso
1,50-70,3,Fuente del Berro,1,1,Salamanca,1,D,1,1,6,0,1,1950,4,177,1,1,Piso
1,10-20,2,Valdefuentes,1,1,Hortaleza,1,G,1,1,1,0,0,1199,2,100,1,0,Piso
1,+100,1,Palacio,0,0,Centro,1,G,0,1,1,1,0,900,1,50,0,0,Piso
1,70-100,1,Trafalgar,0,0,Chamberí,0,G,1,1,Sótano,0,0,1100,1,92,0,0,Piso
1,70-100,2,Trafalgar,0,0,Chamberí,1,B,0,1,3,0,0,1750,2,85,0,0,Piso
0,70-100,1,Pacífico,0,0,Retiro,1,G,0,1,3,1,0,580,2,37,0,0,Piso
1,70-100,2,Jerónimos,0,1,Retiro,1,G,1,1,5,1,0,2200,2,153,0,1,Piso
1,70-100,1,Pacífico,0,0,Retiro,0,G,0,1,Principal,0,0,1542,2,65,0,0,Apartamento
