Antiquity,Bathrooms,Community_Expenses,Condition,Deposit,Elevator,Emissions,Energy_Consumption,Extra,Floor,Furnished,Heating,Neighborhood,Orientation,Parking,Pets,Photos,Price,Rooms,Size,Title,Type,Water_Heater,url
30 a 50 años,2,nan,Muy bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Parquet-Z. Comunitaria-Cocina Office-Suite - con baño-Electrodomésticos-Horno-Lavadora-Nevera-Serv. portería-TV-Zona Infantil-Puerta Blindada-Piscina comunitaria-Cocina Equipada,6ª planta,Sí,nan,"Calle de Arturo Soria, Ciudad Lineal",nan,Privado,nan,29,1.500 €,2,111,Piso de alquiler en Calle de Arturo Soria Costillares,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-zona-comunitaria-ascensor-amueblado-television-piscina/158470414/d
nan,1,nan,Casi nuevo,nan,nan,En trámite,G,Armarios-Parquet-Patio-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-TV-Puerta Blindada-Cocina Equipada,2ª planta,Sí,Gas Natural,"Calle de Ardemans, Salamanca",Sureste,nan,nan,25,1.050 €,2,70,Piso de alquiler en Calle de Ardemans Guindalera,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/patio-amueblado-television/158470544/d
70 a 100 años,1,nan,Bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Puerta Blindada-Cocina Equipada,3ª planta,Sí,nan,"Calle de Fernán González, Retiro",Este,nan,nan,48,850 €,1,46,Piso de alquiler en Calle de Fernán González Ibiza de Madrid,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/158470548/d
30 a 50 años,1,nan,nan,nan,nan,En trámite,G,,1ª planta,nan,nan,"Calle de Zaida, Carabanchel",nan,nan,nan,8,700 €,2,58,Piso de alquiler en Calle de Zaida San Isidro,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/san-isidro/154564808/d
50 a 70 años,1,nan,Muy bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Parquet-Electrodomésticos-Lavadora-Nevera-Serv. portería-Puerta Blindada-Cocina Equipada,3ª planta,No,nan,"Calle de Sor Ángela de la Cruz, Tetuán",nan,nan,nan,29,1.000 €,2,60,Piso de alquiler en Calle de Sor Ángela de la Cruz Castillejos - Cuzco,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/158470667/d
nan,3,Sí,Muy bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Parquet-Cocina Office-Suite - con baño-Electrodomésticos-Horno-Microondas-Nevera-Serv. portería-Balcón-Videoportero-Puerta Blindada-Cocina Equipada,3ª planta,Sí,Gas Natural,Centro,Sur,nan,nan,23,3.000 €,3,170,Piso de alquiler en Palacio,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/158470827/d
nan,1,Sí,nan,Sí,Sí,C,C,Gres Cerámica-Terraza-Cocina Office-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-TV-Puerta Blindada-Cocina Equipada,4ª planta,Sí,nan,"Avenida de la Albufera, Puente de Vallecas",nan,nan,nan,11,600 €,1,64,Piso de alquiler en Avenida de la Albufera Numancia,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/terraza-ascensor-amueblado-television/157606817/d
nan,1,Sí,Casi nuevo,nan,Sí,En trámite,G,Armarios-Parquet-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Puerta Blindada-Cocina Equipada,2ª planta,Sí,Electricidad,"Calle de Los Reyes, Centro",nan,nan,nan,19,750 €,1,60,Piso de alquiler en Calle de Los Reyes Universidad - Malasaña,Piso,Electricidad,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor-amueblado-no-amueblado/157590557/d
nan,1,Sí,Bien,nan,nan,En trámite,G,Armarios-Gres Cerámica-Terraza-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Cocina Equipada,2ª planta,Sí,Electricidad,"Calle de Esteban Collantes, 33, Ciudad Lineal",nan,nan,nan,10,750 €,2,70,"Piso de alquiler en Calle de Esteban Collantes, 33 Pueblo Nuevo",Piso,Electricidad,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-terraza-amueblado/158121100/d
5 a 10 años,3,nan,nan,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Terraza-Trastero-Piscina-Serv. portería-Gimnasio-Sauna-Puerta Blindada-Piscina comunitaria-Cocina Equipada,3ª planta,nan,nan,"De Pradillo, 34, Chamartín",Sur,Privado,nan,12,3.300 €,3,165,"Dúplex de alquiler en De Pradillo, 34 Ciudad Jardín",Dúplex,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-parking-terraza-trastero-ascensor-piscina-piscina/157328316/d
nan,1,Sí,nan,nan,nan,E,E,Armarios-Calefacción-Electrodomésticos-Lavadora-Nevera-Puerta Blindada-Cocina Equipada,3ª planta,No,nan,"Alejandro Sánchez, Carabanchel",nan,nan,Sí,20,700 €,3,75,Piso de alquiler en Alejandro Sánchez Opañel,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-se-aceptan-mascotas-no-amueblado/158234397/d
nan,1,nan,nan,nan,Sí,En trámite,G,Aire acondicionado-Calefacción-Puerta Blindada-Cocina Equipada,1ª planta,Sí,nan,"De la Paloma, Centro",nan,nan,nan,15,860 €,nan,51,Estudio de alquiler en De la Paloma Palacio,Estudio,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/156650269/d
,5,Sí,Muy bien,,Sí,En trámite,G,Aire acondicionado-Armarios-Parquet-Terraza-Cocina Office-Suite - con baño-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Serv. portería-Videoportero-Puerta Blindada-Cocina Equipada,4ª planta,No,Gas Natural,Moncloa,Sur,Comunitario,,32,4.900 €,6,301,Piso de alquiler en Argüelles,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-parking-no-amueblado/158470242/d
,1,nan,Casi nuevo,,Sí,En trámite,G,Aire acondicionado-Armarios-Jardín Privado-Parquet-Piscina-Electrodomésticos-Serv. portería-Videoportero-Puerta Blindada-Piscina comunitaria-Cocina Equipada,2ª planta,Sí,Gas Natural,"Calle Jesús Aprendiz, Retiro",nan,Privado,,22,1.250 €,2,78,Piso de alquiler en Calle Jesús Aprendiz Niño Jesús,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-ascensor-piscina-amueblado-piscina/158467985/d
,1,Sí,Casi nuevo,Sí,nan,En trámite,G,Armarios-Parquet-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-TV-Balcón-Puerta Blindada-Cocina Equipada,1ª planta,Sí,Gas Natural,"Calle de Ardemans, Salamanca",Sureste,nan,,27,1.000 €,2,70,Piso de alquiler en Calle de Ardemans Guindalera,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-amueblado-television/158467017/d
50 a 70 años,1,Sí,nan,nan,Sí,En trámite,G,Armarios-Calefacción-Cocina Office-Electrodomésticos-Lavadora-Microondas-Nevera-Serv. portería-Puerta Blindada-Cocina Equipada,3ª planta,Sí,nan,"Calle de Narváez, Salamanca",nan,nan,,18,1.300 €,3,85,Piso de alquiler en Calle de Narváez Goya,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor-amueblado/157884942/d
nan,2,nan,Muy bien,nan,Sí,B,B,Aire acondicionado-Armarios-Terraza-Ascensor interior-Cocina Equipada,1ª planta,Sí,Gasóleo,"Pinar, Salamanca",nan,nan,,60,3.000 €,3,124,Piso de alquiler en Pinar Castellana,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/158467981/d
nan,2,Sí,nan,nan,Sí,En trámite,G,Armarios-Calefacción-Parquet-Electrodomésticos-Horno-Lavadora-Nevera-Serv. portería-Piscina comunitaria-Cocina Equipada,2ª planta,Sí,nan,"Calle San Cipriano, Vicálvaro",nan,nan,,13,1.090 €,4,118,Piso de alquiler en Calle San Cipriano Valdebernardo - Valderribas,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor-amueblado-piscina/158467415/d
nan,2,Sí,nan,nan,Sí,E,E,Aire acondicionado-Armarios-Gres Cerámica-Trastero-Z. Comunitaria-Suite - con baño-Horno-Serv. portería-Videoportero-Zona Deportiva-Puerta Blindada-Piscina comunitaria-Lavadero,1ª planta,Sí,nan,"Calle del Monasterio de el Paular, 152, Fuencarral",nan,Privado,Sí,9,1.135 €,2,98,"Piso de alquiler en Calle del Monasterio de el Paular, 152 Montecarmelo",Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-parking-trastero-zona-comunitaria-ascensor-amueblado-se-aceptan-mascotas-piscina-no-amueblado/158468224/d
nan,1,nan,nan,nan,Sí,C,B,Armarios-Calefacción-Piscina-Puerta Blindada-Piscina comunitaria-Cocina Equipada,3ª planta,nan,nan,"Dulce Chacon, Hortaleza",Sureste,nan,nan,5,1.100 €,2,80,Piso de alquiler en Dulce Chacon Virgen del Cortijo - Manoteras,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor-piscina-piscina/158468424/d
nan,1,Sí,nan,nan,nan,G,G,Armarios-Calefacción-Cocina Office-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-TV-Internet-Puerta Blindada,nan,Sí,nan,"Calle de Fuendetodos, Latina",nan,nan,nan,9,600 €,1,40,Estudio de alquiler en Calle de Fuendetodos Los Cármenes,Estudio,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-amueblado-television-internet/158468137/d
nan,2,Sí,Muy bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Suite - con baño-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Serv. portería-Videoportero-Puerta Blindada-Cocina Equipada,nan,Sí,Electricidad,Salamanca,Sur,nan,nan,14,3.180 €,2,145,Piso de alquiler en Goya,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/158469810/d
nan,1,Sí,nan,Sí,nan,D,D,Aire acondicionado-Armarios-Calefacción-Suite - con baño-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Balcón-Videoportero-Lavadero,nan,nan,nan,"Paseo de la Habana, Chamartín",nan,nan,nan,12,950 €,1,65,Apartamento de alquiler en Paseo de la Habana Hispanoamérica - Bernabéu,Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion/158467499/d
70 a 100 años,1,Sí,nan,Sí,Sí,En trámite,G,Armarios-Calefacción-Gres Cerámica-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Puerta Blindada-Cocina Equipada,4ª planta,nan,nan,"Calle de Espronceda, Chamberí",nan,nan,nan,10,850 €,2,52,Piso de alquiler en Calle de Espronceda Ríos Rosas - Nuevos Ministerios,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor/158469587/d
Menos de 1 año,2,Sí,Muy bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Terraza-Cocina Office-Suite - con baño-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Serv. portería-Videoportero-Puerta Blindada-Cocina Equipada,1ª planta,Sí,Electricidad,Salamanca,Sur,nan,nan,17,3.980 €,2,235,Piso de alquiler en Goya,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/158469728/d
20 a 30 años,1,nan,nan,nan,Sí,E,E,Armarios-Calefacción-Parquet-Cocina Equipada,2ª planta,No,nan,"Calle de Tordegrillos, 30, Villaverde",Este,nan,nan,18,600 €,2,51,"Piso de alquiler en Calle de Tordegrillos, 30 San Andrés de Villaverde",Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor-no-amueblado/158429236/d
30 a 50 años,1,Sí,Bien,Sí,Sí,E,E,Armarios-Calefacción-Terraza-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Serv. portería,10ª planta,Sí,nan,"Calle del Doctor Ramón Castroviejo, Fuencarral",Norte,nan,nan,16,1.100 €,3,99,Piso de alquiler en Calle del Doctor Ramón Castroviejo Pilar,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-terraza-ascensor-amueblado/158469853/d
nan,1,nan,Muy bien,Sí,Sí,En trámite,G,Aire acondicionado-Armarios-Parquet-Terraza-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Cocina Equipada,5ª planta,No,Gas Natural,"Calle de Benidorm, 32, Ciudad Lineal",Norte,nan,nan,9,1.000 €,2,70,"Ático de alquiler en Calle de Benidorm, 32 Ventas",Ático,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-no-amueblado/158469831/d
30 a 50 años,2,nan,Bien,nan,Sí,En trámite,G,Armarios-Calefacción-Parquet-Lavadora-Nevera-Serv. portería-Puerta Blindada,2ª planta,Sí,nan,"Calle de Jorge Juan, Salamanca",nan,nan,nan,18,1.350 €,2,75,Piso de alquiler en Calle de Jorge Juan Recoletos,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor-amueblado/158466560/d
30 a 50 años,1,nan,Bien,nan,nan,En trámite,G,Puerta Blindada-Cocina Equipada,4ª planta,Sí,Gas Natural,"Calle de la Esfinge, San Blas",Sur,nan,nan,2,700 €,3,80,Piso de alquiler en Calle de la Esfinge Canillejas,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/amueblado/158466809/d
nan,1,nan,nan,nan,Sí,En trámite,A,Calefacción-Jardín Privado-Terraza-Piscina,3ª planta,nan,nan,"Plaza Manuel Pombo Angulo,18, Hortaleza",nan,Privado,nan,8,850 €,1,60,"Loft de alquiler en Plaza Manuel Pombo Angulo,18 Sanchinarro",Loft,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-parking-jardin-terraza-ascensor-piscina/158575584/d
nan,1,Sí,nan,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Electrodomésticos-Horno-Lavadora-Nevera-Cocina Equipada,6ª planta,Sí,Electricidad,"Calle de Lucio del Valle, Chamberí",nan,nan,nan,25,800 €,3,45,Piso de alquiler en Calle de Lucio del Valle Vallehermoso,Piso,Electricidad,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/158467035/d
nan,3,nan,Bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Parquet-Lavadora-Nevera-Serv. portería,5ª planta,No,nan,"Calle Hermosilla, Salamanca",nan,Privado,nan,30,2.200 €,3,130,Piso de alquiler en Calle Hermosilla Recoletos,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-ascensor-no-amueblado/158466956/d
+ 100 años,1,nan,nan,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Cocina Equipada,nan,nan,nan,"Colon, Centro",nan,nan,nan,11,750 €,1,55,Piso de alquiler en Colon Universidad - Malasaña,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/158467006/d
30 a 50 años,1,nan,Bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Parquet-Suite - con baño-Electrodomésticos-Lavadora-Nevera-Serv. portería-Puerta Blindada-Cocina Equipada,5ª planta,No,nan,"Calle de Juan Bravo, 3a, Salamanca",nan,nan,nan,35,1.050 €,1,60,"Apartamento de alquiler en Calle de Juan Bravo, 3a Castellana",Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/158467081/d
nan,1,Sí,Bien,nan,Sí,En trámite,G,Armarios-Gres Cerámica-Electrodomésticos-Horno-Lavadora-Puerta Blindada-Cocina Equipada,Bajos,No,Gas Natural,"Calle del Platino, Villaverde",nan,nan,nan,13,500 €,nan,45,Estudio de alquiler en Calle del Platino Los Rosales,Estudio,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor-no-amueblado/158467143/d
nan,3,Sí,nan,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Parquet-Terraza-Cocina Office-Suite - con baño-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Serv. portería-Videoportero-Puerta Blindada-Cocina Equipada,2ª planta,No,nan,Salamanca,nan,nan,nan,25,3.600 €,4,220,Piso de alquiler en Castellana,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-no-amueblado/158469857/d
nan,1,Sí,Muy bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Trastero-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Serv. portería-TV-Videoportero-Puerta Blindada-Cocina Equipada,3ª planta,Sí,Gas Natural,Centro,Sur,nan,nan,16,1.850 €,1,78,Piso de alquiler en Universidad - Malasaña,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor-amueblado-television/158469908/d
nan,2,nan,nan,nan,Sí,En trámite,G,Terraza-Cocina Equipada,nan,Sí,Gas Natural,"Herencia, San Blas",nan,nan,nan,22,850 €,3,100,Piso de alquiler en Herencia Hellín,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-terraza-ascensor-amueblado/158469966/d
nan,1,nan,Muy bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Patio-Horno-Lavadora-Microondas-Nevera-TV-Cocina Equipada,Sótano,Sí,Gas Natural,"Calle del Conde de Peñalver, Salamanca",nan,nan,nan,16,700 €,1,50,Piso de alquiler en Calle del Conde de Peñalver Goya,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-patio-amueblado-television/158470121/d
nan,1,Sí,nan,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Parquet-Electrodomésticos-Lavadora-Microondas-Nevera-Serv. portería,4ª planta,Sí,nan,"Calle de Galileo, 26, Chamberí",nan,nan,nan,8,700 €,1,40,"Apartamento de alquiler en Calle de Galileo, 26 Arapiles",Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/158467382/d
nan,1,nan,nan,nan,Sí,En trámite,E,Calefacción-Terraza-Cocina Equipada,nan,Sí,nan,"Coslada, Salamanca",nan,nan,nan,14,650 €,2,60,Piso de alquiler en Coslada Guindalera,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-terraza-ascensor-amueblado/158470001/d
,1,Sí,,Sí,Sí,B,B,Aire acondicionado-Armarios-Calefacción-Jardín Privado-Parquet-Z. Comunitaria-Patio-Suite - con baño-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Serv. portería-Videoportero-Puerta Blindada,,Sí,,"Paseo de la Esperanza, Arganzuela",,,,13,900 €,1,66,Piso de alquiler en Paseo de la Esperanza Acacias,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-jardin-zona-comunitaria-ascensor-patio-amueblado/158465947/d
30 a 50 años,1,nan,,nan,nan,En trámite,G,,,nan,,"Espiritu Santo, Centro",,,,10,500 €,nan,27,Estudio de alquiler en Espiritu Santo Universidad - Malasaña,Estudio,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/universidad---malasana/158464966/d
nan,2,Sí,Bien,nan,Sí,En trámite,G,Calefacción-Parquet-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Balcón-Videoportero-Cocina Equipada,3ª planta,Sí,,"Calle de Andrés Mellado, Chamberí",,,,16,1.190 €,3,90,Piso de alquiler en Calle de Andrés Mellado Gaztambide,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor-amueblado/158464588/d
nan,1,nan,Muy bien,nan,Sí,E,E,Aire acondicionado-Armarios-Balcón-Puerta Blindada-Cocina Equipada,4ª planta,nan,Gas Natural,"Calle de Ibiza, Retiro",Sureste,,,26,1.350 €,2,70,Piso de alquiler en Calle de Ibiza Ibiza de Madrid,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/158464639/d
nan,3,Sí,nan,nan,Sí,En trámite,G,Aire acondicionado-Parquet-Suite - con baño-Lavadora-Nevera-Puerta Blindada-Cocina Equipada,5ª planta,No,nan,"Calle de Fuencarral, Centro",nan,,,11,850 €,2,70,Ático de alquiler en Calle de Fuencarral Universidad - Malasaña,Ático,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-ascensor-no-amueblado/157716185/d
nan,1,nan,Bien,nan,Sí,En trámite,G,Armarios-Terraza-Lavadora-Nevera-Serv. portería-Cocina Equipada,Bajos,nan,Propano,"Calle Sírio, Retiro",Sur,,,20,699 €,1,60,Piso de alquiler en Calle Sírio Estrella,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-terraza-ascensor/158464989/d
nan,2,Sí,Bien,nan,Sí,En trámite,G,Aire acondicionado-Calefacción-Parquet-Electrodomésticos-Lavadora-Nevera-Serv. portería-Cocina Equipada,2ª planta,No,nan,"Calle de Mauricio Legendre, Chamartín",nan,,,20,1.200 €,4,117,Piso de alquiler en Calle de Mauricio Legendre Castilla,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/158465048/d
nan,1,Sí,Bien,nan,nan,En trámite,G,Aire acondicionado-Armarios-Electrodomésticos-Horno-Lavadora-Nevera-Balcón-Puerta Blindada-Cocina Equipada,3ª planta,Sí,nan,"Calle de Santa Isabel, Centro",nan,,,21,990 €,2,60,Piso de alquiler en Calle de Santa Isabel Embajadores - Lavapiés,Piso,Electricidad,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-amueblado/158465114/d
