Air_Conditioner,Antiquity,Bathrooms,Borough,Community_Zone,Concierge,District,Elevator,Emissions,Energy_Consumption,Ensuite,Equipped_Kitchen,Floor,Furnished,Garden,Len_Extras,Photos,Price,Rooms,Size,Swimming_Pool,Terrace,Type
1,30-50,1,Vista Alegre,0,0,Carabanchel,0,G,G,0,1,Bajos,0,0,7,9,600,1,65,0,0,Piso
0,70-100,1,Justicia,0,1,Centro,1,D,D,0,1,1-4,0,0,5,26,1350,2,100,0,0,Piso
0,70-100,1,Goya,0,0,Salamanca,0,G,G,0,1,Sótano,1,0,6,25,700,1,50,0,0,Piso
1,10-20,2,Castellana,0,0,Salamanca,1,G,G,0,1,1-4,1,0,3,13,1500,2,70,0,0,Piso
1,70-100,2,Castellana,0,1,Salamanca,1,G,G,0,1,5-8,1,0,10,24,1800,2,135,0,0,Piso
1,70-100,1,Delicias,0,0,Arganzuela,0,G,G,0,1,Sótano,0,0,7,9,1438,1,45,0,0,Apartamento
0,+100,1,Embajadores,0,0,Centro,1,A,A,0,1,1-4,1,0,5,23,789,1,55,0,0,Apartamento
1,30-50,1,Prosperidad,0,0,Chamartín,1,C,C,0,1,5-8,1,0,4,6,750,1,60,0,1,Piso
0,30-50,2,Pilar,0,0,Fuencarral,1,G,G,0,0,5-8,0,0,2,15,900,3,90,0,1,Piso
1,30-50,2,San Juan Bautista,1,1,Ciudad Lineal,1,G,G,1,1,1-4,0,1,14,18,1100,2,80,1,0,Piso
0,30-50,1,Ciudad Universitaria,1,0,Moncloa,1,E,E,0,1,5-8,1,0,9,23,1350,3,68,0,1,Piso
1,70-100,1,Gaztambide,0,0,Chamberí,1,G,G,0,1,1-4,1,0,8,23,1250,2,80,0,0,Piso
0,10-20,2,Palacio,0,0,Centro,1,G,G,0,0,1-4,0,0,1,28,1210,2,95,0,0,Piso
1,50-70,2,Guindalera,0,1,Salamanca,1,G,G,0,1,Principal,1,0,11,32,1450,3,129,0,0,Dúplex
1,+100,2,Palacio,0,0,Centro,0,G,G,0,1,Entresuelo,0,0,8,19,2534,2,75,0,0,Apartamento
1,+100,1,Sol,0,0,Centro,0,G,G,0,1,Principal,0,0,8,45,3193,1,50,0,0,Apartamento
0,70-100,1,Lista,0,0,Salamanca,1,G,G,0,0,1-4,0,0,1,14,850,1,50,0,0,Piso
1,20-30,2,Lista,0,1,Salamanca,1,G,G,0,1,1-4,1,0,12,52,2000,3,129,0,1,Piso
0,70-100,1,Goya,0,0,Salamanca,0,G,G,0,1,1-4,1,0,7,12,800,1,40,0,0,Piso
0,70-100,3,Gaztambide,0,1,Chamberí,1,G,G,0,1,1-4,1,0,6,44,1200,3,155,0,0,Piso
1,+100,1,Hellín,0,0,San Blas,0,G,G,0,1,1-4,1,0,3,17,850,2,63,0,0,Piso
1,+100,1,Palacio,0,1,Centro,1,C,C,0,1,1-4,1,0,7,14,760,1,49,0,0,Apartamento
0,20-30,2,Pinar del Rey,1,1,Hortaleza,1,E,E,1,1,1-4,0,0,15,51,900,2,70,1,1,Piso
1,+100,1,Justicia,0,0,Centro,0,G,G,0,1,Bajos,0,0,8,14,2290,2,70,0,0,Apartamento
0,+100,1,Palacio,0,0,Centro,1,G,G,0,1,1-4,0,0,2,14,900,3,70,0,0,Piso
0,+100,1,Goya,0,0,Salamanca,1,G,G,0,1,1-4,1,0,3,13,800,1,40,0,0,Piso
0,50-70,1,Arcos,0,0,San Blas,0,G,G,0,0,1-4,0,0,1,28,690,2,51,0,0,Planta baja
1,50-70,1,El Viso,0,0,Chamartín,1,G,G,0,1,1-4,0,0,2,7,890,1,60,0,0,Piso
1,10-20,1,Cuatro Vientos,1,0,Latina,1,E,E,0,0,5-8,0,1,6,21,690,1,51,1,0,Piso
0,50-70,1,Castellana,0,0,Salamanca,0,G,G,0,0,5-8,0,0,1,21,1300,2,70,0,0,Piso
0,+100,4,Recoletos,0,1,Salamanca,1,G,G,1,0,Entresuelo,0,0,9,108,2950,5,225,0,0,Piso
1,50-70,2,Nueva España,0,0,Chamartín,0,G,G,0,0,1-4,0,0,4,72,2500,2,155,0,1,Piso
1,+100,1,Justicia,0,0,Centro,0,G,G,0,1,Sótano,0,0,7,20,1327,1,35,0,0,Apartamento
0,30-50,2,Salvador,1,0,San Blas,1,G,G,0,1,5-8,0,0,7,33,1500,4,138,0,1,Piso
0,30-50,2,San Juan Bautista,0,0,Ciudad Lineal,1,G,G,0,0,1-4,0,0,2,35,1400,2,96,1,1,Piso
1,70-100,1,Ríos Rosas,0,0,Chamberí,0,G,G,0,1,Entresuelo,0,0,8,29,1300,1,50,0,0,Apartamento
1,20-30,5,Piovera,1,0,Hortaleza,1,G,G,0,1,5-8,0,0,13,30,4700,4,300,1,1,Piso
0,50-70,1,Fuente del Berro,0,0,Salamanca,1,E,E,0,0,1-4,1,0,1,13,1000,1,65,0,0,Piso
1,50-70,3,Nueva España,1,0,Chamartín,1,G,G,0,0,5-8,0,0,4,31,1890,3,150,1,0,Piso
1,10-20,2,Chopera,1,1,Arganzuela,1,G,G,0,1,5-8,0,0,15,25,1250,2,94,1,0,Piso
1,+100,1,Sol,0,0,Centro,1,G,G,0,1,1-4,1,0,6,22,789,1,45,0,0,Estudio
1,30-50,2,Palacio,0,1,Centro,1,G,G,0,1,1-4,0,0,7,25,2250,2,118,0,0,Piso
0,50-70,1,Goya,0,1,Salamanca,1,G,G,0,1,1-4,1,0,10,41,1198,2,63,0,1,Piso
1,50-70,2,Vallehermoso,1,1,Chamberí,1,G,G,1,1,5-8,0,0,17,21,2300,2,105,1,0,Piso
1,70-100,2,Argüelles,0,0,Moncloa,1,G,G,0,1,5-8,0,0,7,28,9662,1,145,0,0,Apartamento
0,70-100,1,Lista,0,1,Salamanca,1,G,G,0,1,1-4,1,0,10,58,1000,3,80,0,0,Piso
1,5-10,2,Piovera,1,1,Hortaleza,1,G,G,1,1,1-4,0,1,22,28,2300,4,150,1,0,Piso
1,10-20,2,Legazpi,1,1,Arganzuela,1,G,G,0,1,1-4,1,0,13,43,1550,2,70,1,0,Piso
1,50-70,1,Jerónimos,0,0,Retiro,1,G,G,0,1,1-4,1,0,12,8,2150,2,77,0,0,Piso
1,+100,2,Sol,0,0,Centro,1,G,G,1,1,1-4,1,0,16,15,1500,2,97,0,0,Piso
0,50-70,2,Castellana,0,0,Salamanca,1,G,G,0,1,1-4,0,0,4,46,1700,2,102,0,1,Piso
1,+100,1,Universidad,0,1,Centro,1,G,G,0,1,1-4,1,0,10,13,750,1,40,0,0,Estudio
1,10-20,2,Valverde,0,1,Fuencarral,1,D,D,0,1,1-4,1,0,14,58,5000,1,119,0,1,Dúplex
1,70-100,3,Lista,0,0,Salamanca,1,G,G,1,1,5-8,0,0,13,27,3000,3,258,0,0,Piso
1,+100,2,Argüelles,0,1,Moncloa,1,G,G,0,1,1-4,0,0,10,18,1500,2,100,0,1,Piso
0,70-100,1,Lista,0,0,Salamanca,1,G,G,0,1,1-4,1,0,5,15,1250,2,60,0,0,Piso
1,<1,1,Justicia,0,1,Centro,1,G,G,0,1,1-4,0,0,12,24,2125,1,70,0,0,Piso
0,30-50,1,Lista,0,1,Salamanca,1,G,G,0,1,1-4,1,0,5,16,1000,1,52,0,0,Apartamento
1,70-100,1,Trafalgar,0,1,Chamberí,1,G,G,0,1,1-4,1,0,11,16,750,1,40,0,0,Estudio
1,50-70,1,Recoletos,1,1,Salamanca,1,G,G,0,1,1-4,1,0,16,30,1500,1,68,0,1,Piso
1,5-10,3,Niño Jesús,1,1,Retiro,0,G,G,0,0,5-8,0,0,6,35,3000,4,279,0,1,Piso
1,10-20,3,Castellana,0,0,Salamanca,1,G,G,1,1,1-4,0,0,10,22,3600,3,163,0,0,Piso
1,10-20,1,Valverde,1,1,Fuencarral,1,D,D,0,1,1-4,1,0,8,55,955,1,67,1,0,Piso
1,20-30,2,El Plantío,1,1,Moncloa,1,G,G,0,1,1-4,1,1,14,9,1899,2,70,0,1,Apartamento
1,1-5,6,Mirasierra,0,0,Fuencarral,0,G,G,1,1,Bajos,0,1,16,37,9000,4,630,1,1,Casa o chalet
1,+100,2,Recoletos,0,1,Salamanca,1,G,G,1,1,1-4,0,0,10,20,2500,3,165,0,0,Piso
1,50-70,1,Hispanoamérica,0,1,Chamartín,1,D,D,0,1,5-8,1,0,6,20,1800,1,83,0,0,Piso
0,50-70,2,Puerta del Ángel,0,0,Latina,0,E,F,0,0,Entresuelo,0,0,2,30,1300,4,110,0,0,Piso
1,20-30,2,Pinar del Rey,1,1,Hortaleza,1,G,G,1,1,1-4,0,0,24,27,1700,3,125,1,0,Piso
0,50-70,1,Casa de Campo,0,0,Moncloa,0,G,G,0,0,1-4,0,0,1,21,599,1,38,0,0,Estudio
1,70-100,2,Lista,0,0,Salamanca,1,G,G,0,1,5-8,0,0,9,16,2400,2,130,0,1,Ático
1,+100,1,Palacio,0,0,Centro,1,G,G,0,1,1-4,1,0,6,28,750,1,31,0,0,Estudio
1,+100,1,Recoletos,0,0,Salamanca,1,A,A,0,1,5-8,1,0,3,5,640,1,30,0,0,Estudio
1,50-70,3,Fuente del Berro,1,1,Salamanca,1,E,D,1,1,5-8,0,1,18,39,1950,4,177,1,1,Piso
1,30-50,1,Almagro,1,0,Chamberí,1,G,G,0,1,Entresuelo,1,0,6,11,1100,1,40,1,0,Piso
1,50-70,1,Sol,0,0,Carabanchel,0,G,G,0,1,1-4,1,0,11,22,690,2,68,0,0,Piso
1,10-20,1,Ciudad Universitaria,0,0,Moncloa,0,G,G,0,1,Bajos,1,0,5,9,499,1,44,0,0,Dúplex
0,+100,1,Palacio,0,0,Centro,0,G,G,0,1,1-4,1,0,4,18,590,1,38,0,0,Apartamento
1,+100,2,Palos de Moguer,0,0,Arganzuela,1,G,G,0,1,1-4,1,0,3,11,950,2,58,0,0,Piso
1,10-20,2,Valdefuentes,1,1,Hortaleza,1,G,G,1,1,1-4,0,0,16,41,1199,2,100,1,0,Piso
0,50-70,1,Canillas,0,0,San Blas,1,G,G,0,1,1-4,0,0,4,10,700,2,70,0,1,Piso
0,10-20,2,Rosas,1,1,San Blas,1,G,G,1,1,1-4,0,1,13,18,995,3,105,1,0,Piso
0,30-50,1,Moscardó,0,0,Usera,1,G,G,0,0,1-4,0,0,4,36,1100,3,101,0,1,Apartamento
1,50-70,1,Castellana,0,0,Salamanca,1,G,G,0,1,1-4,0,0,7,6,800,2,50,0,0,Apartamento
0,+100,1,Universidad,0,0,Centro,0,G,G,0,1,Sótano,0,0,7,12,2485,1,66,0,0,Apartamento
1,+100,1,Justicia,0,0,Centro,0,G,G,0,1,Sótano,0,0,8,21,1847,1,30,0,0,Apartamento
0,50-70,1,San Diego,0,0,Puente de Vallecas,0,G,G,0,0,1-4,0,0,1,15,650,3,76,0,1,Piso
1,10-20,1,Casco Histórico de Vicálvaro,0,0,Vicálvaro,1,G,G,0,1,1-4,1,0,11,14,760,2,70,0,0,Piso
0,70-100,1,Goya,0,0,Salamanca,1,G,G,0,1,1-4,0,0,1,13,750,2,50,0,0,Piso
1,+100,2,Argüelles,0,1,Moncloa,1,G,G,0,1,1-4,0,0,11,28,1500,2,100,0,1,Piso
1,50-70,3,Castellana,0,0,Salamanca,1,G,G,0,0,1-4,0,0,3,24,2100,4,134,0,1,Piso
1,+100,1,Justicia,0,0,Centro,0,G,G,0,1,Bajos,0,0,8,15,1680,1,50,0,0,Apartamento
1,+100,3,Justicia,1,0,Centro,1,G,G,1,1,1-4,1,0,19,36,3200,4,160,0,1,Piso
0,70-100,1,Puerta del Ángel,0,0,Latina,0,G,G,0,1,1-4,1,0,8,13,850,2,60,0,0,Piso
1,30-50,1,Ciudad Jardín,0,0,Chamartín,1,A,F,0,1,1-4,0,0,5,10,840,1,55,0,0,Piso
1,70-100,1,Trafalgar,0,1,Chamberí,1,B,B,0,1,1-4,0,0,15,25,1700,2,110,0,1,Piso
1,70-100,1,Trafalgar,0,0,Chamberí,1,G,G,0,0,1-4,0,0,2,15,570,1,36,0,0,Estudio
0,30-50,1,Guindalera,1,1,Salamanca,1,G,G,0,1,1-4,1,0,11,35,850,1,50,1,1,Apartamento
1,5-10,1,Justicia,0,1,Centro,0,G,G,1,1,1-4,1,0,19,22,2100,1,75,0,1,Piso
1,30-50,3,Prosperidad,1,0,Chamartín,1,G,G,0,1,5-8,0,0,7,31,1750,4,140,0,1,Piso
0,70-100,1,Arapiles,0,0,Chamberí,1,G,G,0,1,1-4,0,0,7,15,550,1,30,0,0,Estudio
0,50-70,1,Fuente del Berro,0,1,Salamanca,1,G,G,1,1,1-4,1,0,14,20,1000,1,68,0,0,Piso
1,50-70,1,Hispanoamérica,0,0,Chamartín,1,G,G,0,0,1-4,1,0,3,14,1850,1,78,0,0,Piso
0,70-100,1,Goya,0,0,Salamanca,1,E,E,0,0,1-4,1,0,1,8,750,2,48,0,0,Piso
1,30-50,2,Costillares,1,1,Ciudad Lineal,1,G,G,0,1,1-4,0,0,7,10,1100,2,97,1,0,Piso
1,50-70,2,San Isidro,0,0,Carabanchel,1,G,G,1,1,5-8,0,0,11,41,1500,4,130,0,0,Ático
0,30-50,1,Bellas Vistas,0,0,Tetuán,0,G,G,0,1,1-4,1,0,1,28,800,2,74,0,0,Piso
1,10-20,1,Valdefuentes,1,1,Hortaleza,1,G,G,0,1,1-4,1,0,13,14,850,1,60,1,0,Apartamento
1,50-70,1,Fuente del Berro,0,0,Salamanca,1,G,G,0,0,1-4,0,0,1,32,975,2,50,0,0,Piso
1,+100,2,Castellana,0,0,Salamanca,1,G,G,0,1,1-4,0,0,5,8,1650,2,80,0,0,Piso
1,20-30,2,Pinar del Rey,1,1,Hortaleza,1,E,E,1,1,1-4,0,0,17,20,900,2,70,1,1,Piso
0,70-100,2,Goya,0,0,Salamanca,1,G,G,0,1,1-4,1,0,11,13,420,7,160,0,0,Piso
1,30-50,2,Adelfas,0,0,Retiro,1,C,C,0,0,1-4,1,0,3,39,1290,3,105,0,1,Piso
0,10-20,1,Canillejas,0,0,San Blas,1,G,G,0,1,1-4,1,0,2,15,500,3,70,0,1,Piso
1,+100,2,Sol,0,1,Centro,1,G,G,1,1,1-4,1,0,13,20,2300,2,130,0,0,Piso
1,70-100,1,Arapiles,0,0,Chamberí,0,G,G,0,1,Sótano,0,0,8,8,2937,1,37,0,0,Apartamento
0,70-100,1,Delicias,0,0,Arganzuela,1,G,G,0,1,1-4,0,0,3,10,820,3,54,0,0,Piso
1,10-20,3,Alameda de Osuna,1,0,Barajas,0,G,G,1,1,1-4,1,1,21,12,2900,5,250,1,1,Casa adosada
1,30-50,1,Pradolongo,0,0,Usera,0,G,G,0,1,Sótano,0,0,6,18,925,1,25,0,0,Apartamento
0,70-100,1,Arapiles,0,0,Chamberí,1,G,G,0,1,1-4,1,0,10,5,850,1,42,0,0,Piso
1,+100,1,Palacio,0,0,Centro,0,G,G,0,1,Bajos,0,0,7,29,1450,2,60,0,0,Apartamento
0,70-100,1,Ríos Rosas,0,0,Chamberí,1,G,G,0,1,Bajos,1,0,9,10,900,3,55,0,1,Piso
1,50-70,1,Pueblo Nuevo,0,0,Ciudad Lineal,0,G,G,0,1,Sótano,0,0,7,27,1000,1,26,0,0,Apartamento
1,70-100,1,Recoletos,0,0,Salamanca,1,D,D,0,0,1-4,1,0,3,20,1150,2,69,0,0,Piso
0,10-20,1,Universidad,0,0,Centro,1,G,G,0,1,1-4,1,0,4,28,650,1,46,0,0,Piso
1,50-70,2,Castellana,0,0,Salamanca,0,G,G,0,1,Principal,0,0,8,14,1975,2,70,0,0,Apartamento
1,50-70,1,Campamento,0,0,Latina,1,G,G,0,1,1-4,1,0,10,21,800,3,72,0,0,Piso
0,70-100,1,Goya,0,0,Salamanca,0,G,G,0,1,1-4,1,0,7,10,750,2,45,0,0,Piso
0,50-70,1,Ventas,0,0,Ciudad Lineal,1,G,G,0,1,1-4,1,0,11,36,1150,4,105,0,0,Piso
0,+100,1,Palacio,0,0,Centro,1,G,G,0,0,5-8,0,0,1,9,700,2,55,0,0,Piso
1,50-70,1,Guindalera,0,0,Salamanca,0,G,G,0,1,1-4,1,0,7,8,830,1,70,0,0,Ático
0,50-70,1,Lucero,0,0,Latina,0,G,G,0,1,1-4,0,0,8,21,800,2,75,0,0,Piso
0,70-100,2,Goya,0,0,Salamanca,0,G,G,0,0,1-4,1,0,1,24,1300,2,70,0,0,Piso
1,+100,1,Embajadores,0,0,Centro,0,G,G,0,1,1-4,1,0,8,21,675,1,45,0,0,Piso
1,50-70,1,Puerta del Ángel,0,0,Latina,0,G,G,0,1,Bajos,0,0,6,10,700,2,50,0,0,Piso
0,70-100,1,Trafalgar,0,1,Chamberí,1,G,G,0,0,1-4,0,0,2,20,1600,2,90,0,0,Piso
1,+100,1,Justicia,0,1,Centro,1,G,G,0,1,5-8,0,0,7,15,680,1,30,0,0,Estudio
1,+100,1,Recoletos,0,1,Salamanca,1,G,G,0,1,1-4,0,0,11,14,2000,2,85,0,0,Piso
0,30-50,1,Vista Alegre,0,0,Carabanchel,0,G,G,0,1,1-4,0,0,4,12,625,2,60,0,1,Piso
1,30-50,2,Peñagrande,1,1,Fuencarral,1,G,G,0,1,5-8,1,0,12,21,1095,2,80,1,0,Piso
0,+100,1,Cortes,0,0,Centro,0,G,G,0,1,1-4,0,0,5,16,700,1,55,0,0,Piso
1,+100,2,Recoletos,0,1,Salamanca,1,G,G,1,1,1-4,0,0,13,12,2250,2,95,0,0,Piso
0,70-100,1,Lista,0,1,Salamanca,1,G,G,0,1,1-4,0,0,9,22,1100,2,87,0,0,Piso
0,+100,2,Palacio,0,1,Centro,1,G,G,1,1,1-4,1,0,15,17,2200,2,80,0,0,Piso
0,20-30,1,Quintana,0,0,Ciudad Lineal,0,G,G,0,1,Bajos,1,0,6,15,795,1,65,0,0,Piso
0,+100,4,Recoletos,0,0,Salamanca,1,G,G,0,1,1-4,0,0,4,28,4750,4,270,0,0,Apartamento
1,+100,1,Justicia,0,0,Centro,1,G,G,0,1,5-8,1,0,6,13,850,2,46,0,0,Piso
1,10-20,1,Berruguete,0,0,Tetuán,1,G,G,0,1,1-4,1,0,9,17,650,1,50,0,0,Piso
0,30-50,2,Goya,0,0,Salamanca,1,G,G,0,0,1-4,0,0,1,26,1900,4,111,0,0,Piso
1,70-100,2,Pacífico,0,0,Retiro,1,G,G,0,1,1-4,1,0,8,10,975,3,65,0,0,Piso
1,1-5,5,Recoletos,0,1,Salamanca,1,D,D,1,1,1-4,0,0,14,22,4900,3,283,0,1,Piso
1,+100,2,Universidad,1,1,Centro,1,G,G,1,1,1-4,0,0,16,47,1500,2,95,0,0,Piso
1,30-50,1,Ciudad Jardín,0,1,Chamartín,1,G,G,0,1,1-4,0,0,12,20,750,1,39,0,1,Piso
1,10-20,2,Valderrivas,0,0,Retiro,0,G,G,0,1,Sótano,0,0,8,19,2590,2,75,0,0,Apartamento
1,+100,1,Cortes,0,1,Centro,1,G,G,0,1,1-4,1,0,8,10,1050,1,45,0,0,Apartamento
0,+100,2,Recoletos,0,1,Salamanca,1,G,G,1,1,1-4,0,0,6,15,1600,2,70,0,0,Piso
1,20-30,3,Pinar del Rey,1,1,Hortaleza,1,G,G,0,1,5-8,0,0,20,34,2300,4,70,1,0,Piso
1,+100,1,Recoletos,0,0,Salamanca,1,G,G,1,1,1-4,1,0,13,24,1500,1,52,0,0,Piso
1,10-20,3,Valverde,1,1,Fuencarral,1,G,G,1,1,1-4,0,1,16,13,1550,3,145,1,0,Dúplex
0,+100,1,Sol,0,0,Centro,0,G,G,0,0,1-4,0,0,1,19,1300,3,90,0,0,Piso
1,70-100,2,Ibiza,0,0,Retiro,1,G,G,0,1,1-4,1,0,8,21,1800,3,125,0,0,Piso
1,1-5,2,El Plantío,1,0,Moncloa,1,G,G,0,1,1-4,0,0,10,23,2300,3,165,1,0,Piso
0,70-100,1,Prosperidad,0,0,Chamartín,1,G,G,0,1,1-4,1,0,6,12,1600,3,90,0,0,Piso
0,20-30,2,Goya,0,1,Salamanca,1,G,G,0,1,1-4,0,0,11,26,1300,2,90,1,0,Piso
1,70-100,1,Justicia,0,0,Centro,1,D,D,0,1,Bajos,1,0,4,40,750,1,44,0,0,Piso
1,70-100,1,Fuente del Berro,0,0,Salamanca,0,G,G,0,1,1-4,1,0,3,8,950,1,65,0,0,Piso
0,30-50,1,Ciudad Jardín,0,1,Chamartín,1,G,G,0,1,1-4,1,0,9,14,795,1,60,0,1,Apartamento
0,70-100,2,Arapiles,0,0,Chamberí,1,G,G,0,1,1-4,1,0,5,19,1300,2,70,0,0,Piso
0,+100,1,Embajadores,0,0,Centro,0,D,D,1,1,Bajos,1,0,10,41,750,1,35,0,0,Piso
0,50-70,2,Ibiza,0,1,Retiro,1,G,G,0,1,5-8,1,0,7,30,1600,3,118,0,0,Piso
0,30-50,2,Peñagrande,1,1,Fuencarral,1,G,G,1,1,1-4,0,1,17,19,1050,2,112,1,1,Piso
0,70-100,1,Goya,0,0,Salamanca,1,D,D,0,1,1-4,1,0,3,40,950,1,37,0,0,Piso
1,50-70,1,Media Legua,0,0,Moratalaz,0,G,G,0,1,1-4,0,0,7,13,750,3,58,0,0,Piso
1,70-100,1,Lista,0,1,Salamanca,1,E,E,0,0,1-4,0,0,4,9,1650,3,80,0,0,Piso
1,70-100,2,Goya,0,1,Salamanca,1,G,G,0,1,1-4,1,0,12,17,1500,3,90,0,0,Piso
1,70-100,1,Ibiza,0,0,Retiro,1,G,G,0,0,1-4,0,0,2,19,1500,2,72,0,0,Piso
1,70-100,2,Goya,0,1,Salamanca,1,G,G,0,1,1-4,1,0,14,40,1800,3,130,0,1,Piso
1,70-100,1,Gaztambide,0,0,Chamberí,1,G,G,0,1,5-8,1,0,7,31,1350,1,90,0,1,Ático
1,70-100,2,Ibiza,0,1,Retiro,1,G,G,0,1,1-4,1,0,12,41,1300,2,72,0,0,Piso
1,10-20,1,Justicia,0,0,Centro,1,E,E,0,1,1-4,0,0,11,9,750,1,43,0,0,Estudio
0,70-100,2,Argüelles,0,0,Moncloa,1,D,D,0,1,1-4,1,0,9,17,1050,2,68,0,0,Piso
1,70-100,1,Goya,0,1,Salamanca,1,G,G,1,1,1-4,0,0,15,10,925,1,45,0,0,Piso
0,30-50,1,Adelfas,0,1,Retiro,1,G,G,0,1,5-8,0,0,6,18,795,2,55,0,1,Piso
0,30-50,2,Estrella,1,0,Retiro,1,E,E,0,0,9-12,0,0,4,14,1950,4,142,0,1,Ático
1,+100,1,Embajadores,0,0,Centro,0,G,G,0,1,Sótano,0,0,8,13,1127,1,45,0,0,Apartamento
0,10-20,2,Almendrales,1,0,Usera,1,G,G,0,1,1-4,0,0,7,10,850,2,85,1,0,Piso
1,50-70,1,Cármenes,0,0,Latina,0,G,G,0,1,Sótano,0,0,7,23,1320,2,50,0,0,Apartamento
1,+100,1,Recoletos,0,1,Salamanca,1,G,G,0,1,1-4,1,0,9,12,850,1,35,0,0,Apartamento
1,+100,1,Universidad,0,0,Centro,0,G,G,0,1,Bajos,1,0,8,24,900,2,35,0,0,Piso
0,30-50,1,La Paz,0,0,Fuencarral,1,G,G,0,1,5-8,1,0,11,9,1150,3,110,0,1,Piso
1,+100,1,Justicia,0,0,Centro,0,G,G,0,1,Bajos,0,0,8,2,1595,2,70,0,0,Apartamento
0,70-100,1,Cuatro Caminos,0,0,Tetuán,1,G,G,0,0,5-8,1,0,1,22,800,2,40,0,0,Piso
1,70-100,2,Delicias,1,1,Arganzuela,1,B,B,1,1,1-4,1,0,11,10,1500,2,100,1,0,Piso
1,30-50,1,Cuatro Caminos,1,1,Tetuán,1,G,G,0,1,1-4,0,0,16,14,1100,2,70,1,0,Piso
1,+100,1,Embajadores,0,1,Centro,1,G,G,0,1,1-4,1,0,10,14,750,1,55,0,0,Piso
0,30-50,2,Canillas,0,1,Hortaleza,1,G,G,0,1,5-8,1,0,11,22,1190,4,140,0,1,Piso
1,70-100,2,Almagro,0,1,Chamberí,1,G,G,0,1,1-4,1,0,7,42,2000,4,150,0,0,Piso
1,30-50,1,Niño Jesús,1,1,Retiro,1,G,G,0,1,1-4,1,1,11,22,1250,2,78,1,0,Piso
1,50-70,1,Pinar del Rey,0,0,Hortaleza,1,E,E,0,1,5-8,0,0,11,30,750,1,49,0,1,Apartamento
0,50-70,1,Cuatro Caminos,0,0,Tetuán,1,G,G,0,1,5-8,0,0,10,21,750,1,40,0,1,Apartamento
0,30-50,1,Butarque,0,0,Villaverde,0,G,G,0,0,1-4,1,0,1,12,650,3,65,0,0,Piso
1,10-20,2,Simancas,1,1,San Blas,1,G,G,1,1,5-8,0,0,18,20,1190,3,123,1,1,Piso
0,+100,1,Embajadores,0,0,Centro,0,G,G,0,1,Bajos,0,0,6,9,703,1,20,0,0,Apartamento
0,30-50,2,Almagro,1,0,Chamberí,1,G,G,1,1,1-4,0,0,12,10,2500,3,148,1,0,Piso
0,+100,1,Justicia,0,0,Centro,0,D,D,0,1,1-4,1,0,9,44,700,1,45,0,0,Piso
0,30-50,1,Castillejos,0,1,Tetuán,1,G,G,0,1,1-4,0,0,9,9,880,3,70,0,0,Piso
0,50-70,2,Numancia,0,0,Puente de Vallecas,1,G,G,0,1,5-8,0,0,7,22,850,3,80,0,1,Piso
1,+100,1,Universidad,0,0,Centro,0,D,D,0,1,1-4,1,0,3,11,1050,1,40,0,0,Piso
0,+100,1,Cortes,0,0,Centro,0,G,G,0,1,Principal,1,0,6,5,590,1,60,0,0,Piso
0,10-20,1,Palacio,0,0,Centro,1,G,G,0,1,1-4,0,0,6,60,850,1,50,0,0,Piso
1,70-100,1,Gaztambide,1,1,Chamberí,1,G,G,0,1,1-4,1,0,13,61,950,1,50,0,1,Apartamento
1,70-100,1,Ibiza,0,0,Retiro,1,E,E,0,1,1-4,1,0,4,27,650,1,37,0,0,Apartamento
1,+100,2,Universidad,0,0,Centro,0,G,G,0,1,Sótano,0,0,8,19,2844,2,80,0,0,Apartamento
1,50-70,1,Pueblo Nuevo,0,0,Ciudad Lineal,1,G,G,0,0,1-4,0,0,2,13,690,2,74,0,1,Piso
1,30-50,1,Castillejos,0,0,Tetuán,0,F,F,1,0,5-8,0,0,6,31,800,1,50,0,0,Apartamento
0,70-100,2,Ibiza,0,1,Retiro,1,G,G,0,1,1-4,0,0,6,37,1400,2,88,0,0,Piso
1,30-50,1,Zofío,0,0,Usera,0,G,G,0,1,Sótano,0,0,6,6,922,1,35,0,0,Apartamento
1,70-100,1,Delicias,0,0,Arganzuela,1,G,G,0,1,1-4,1,0,5,10,690,2,40,0,0,Piso
1,+100,3,Cortes,1,1,Centro,1,G,G,1,1,1-4,1,0,18,12,3300,2,175,0,0,Piso
0,70-100,1,Palos de Moguer,0,1,Arganzuela,1,G,G,0,1,5-8,1,0,8,19,1100,3,90,0,0,Piso
0,70-100,1,Gaztambide,0,1,Chamberí,1,G,G,0,1,Bajos,1,0,10,9,1050,3,65,0,0,Piso
1,+100,1,Justicia,0,0,Centro,1,G,G,0,0,1-4,0,0,3,10,1700,2,71,0,0,Apartamento
1,+100,1,Palacio,0,0,Centro,1,G,G,0,1,5-8,1,0,7,10,1200,1,60,0,1,Apartamento
0,20-30,1,Trafalgar,0,0,Chamberí,0,G,G,0,0,1-4,0,0,1,8,1100,2,65,0,0,Piso
1,50-70,1,Guindalera,0,0,Salamanca,0,G,G,0,1,1-4,0,0,15,22,750,1,20,0,1,Apartamento
0,+100,2,Embajadores,0,0,Centro,0,G,G,0,1,Bajos,0,0,7,21,3529,2,90,0,0,Apartamento
1,70-100,1,Bellas Vistas,0,0,Tetuán,1,G,G,0,1,Bajos,0,0,4,19,790,2,63,0,0,Piso
