Air_Conditioner,Antiquity,Bathrooms,Borough,Community_Zone,Concierge,District,Elevator,Emissions,Energy_Consumption,Ensuite,Equipped_Kitchen,Floor,Furnished,Garden,Len_Extras,Photos,Price,Rooms,Size,Swimming_Pool,Terrace,Type
1,50-70,1,Aluche,1,1,Latina,1,G,G,0,1,+15,1,0,14,20,790,2,88,0,0,Piso
0,70-100,1,Berruguete,0,0,Tetuán,0,Exento,Exento,0,1,1-4,1,0,8,11,650,1,40,0,0,Apartamento
1,10-20,1,San Diego,0,1,Puente de Vallecas,1,G,G,0,1,1-4,0,0,10,13,810,2,90,0,0,Piso
0,50-70,1,Nueva España,1,0,Chamartín,1,C,C,0,1,1-4,1,1,8,40,990,1,56,1,1,Piso
0,1-5,1,Numancia,0,0,Puente de Vallecas,0,B,B,0,0,1-4,0,0,1,9,750,1,50,0,0,Apartamento
1,20-30,1,Valdeacederas,1,0,Tetuán,1,G,G,0,1,1-4,1,0,7,20,699,1,42,1,0,Piso
0,+100,1,Embajadores,0,0,Centro,1,G,G,0,0,1-4,0,0,1,24,1100,1,84,0,0,Piso
1,70-100,1,Ríos Rosas,0,0,Chamberí,1,A,A,1,1,1-4,1,0,11,24,750,1,35,0,0,Piso
0,+100,1,Sol,0,0,Centro,0,E,E,0,1,1-4,0,0,10,26,1200,3,40,0,0,Piso
0,30-50,1,Lucero,0,0,Latina,1,G,G,0,1,Bajos,0,0,3,19,800,2,66,0,0,Piso
0,70-100,1,Gaztambide,0,0,Chamberí,1,G,G,0,1,1-4,0,0,3,14,900,2,70,0,0,Piso
0,50-70,1,Cármenes,0,0,Latina,0,G,G,0,1,1-4,0,0,4,24,690,2,75,0,1,Piso
0,50-70,1,Casa de Campo,0,0,Moncloa,1,B,B,0,0,Entresuelo,1,0,1,8,750,2,70,0,1,Piso
1,+100,1,Embajadores,0,0,Centro,1,G,G,0,1,1-4,1,0,5,28,800,1,55,0,0,Apartamento
1,50-70,2,El Viso,0,1,Chamartín,1,A,C,1,1,5-8,1,0,16,16,1500,2,100,0,0,Piso
0,<1,1,Valdeacederas,0,0,Tetuán,0,G,G,0,1,Bajos,0,0,6,9,500,1,35,0,0,Apartamento
0,50-70,1,Arcos,0,0,San Blas,0,G,G,0,0,1-4,0,0,1,8,650,2,49,0,0,Piso
1,10-20,2,Simancas,0,0,San Blas,0,G,G,1,1,1-4,1,0,12,57,1200,4,145,0,1,Piso
1,70-100,2,Ibiza,0,1,Retiro,1,G,G,0,1,5-8,0,0,8,34,1500,4,121,0,0,Piso
1,10-20,1,Casco Histórico de Barajas,0,0,Barajas,0,G,G,0,1,1-4,1,0,3,11,650,1,40,0,0,Apartamento
1,10-20,1,Simancas,1,1,San Blas,1,A,A,0,1,1-4,1,0,11,21,780,1,55,1,0,Apartamento
1,70-100,1,Ibiza,0,0,Retiro,1,G,G,0,1,1-4,1,0,7,22,950,3,80,0,0,Piso
1,50-70,1,Niño Jesús,0,1,Retiro,1,G,G,1,1,1-4,1,0,16,40,950,1,60,0,0,Piso
0,+100,1,Embajadores,0,0,Centro,0,D,D,0,0,Bajos,0,0,1,6,1150,2,85,0,0,Piso
1,10-20,2,Valdefuentes,1,1,Hortaleza,1,G,G,0,1,1-4,0,1,10,22,1300,2,100,1,0,Piso
1,50-70,1,Fuente del Berro,0,0,Salamanca,1,G,G,0,1,1-4,0,0,5,27,600,1,45,0,0,Apartamento
1,30-50,1,Goya,0,1,Salamanca,1,E,E,0,1,1-4,1,0,4,16,700,1,32,0,0,Estudio
1,30-50,1,Casco Histórico de Vallecas,0,0,Villa de Vallecas,0,G,G,0,0,1-4,0,0,3,18,670,2,50,0,0,Piso
1,50-70,1,Nueva España,0,0,Chamartín,1,B,B,0,0,5-8,1,0,3,20,1300,1,78,0,0,Piso
1,20-30,2,Pinar del Rey,1,0,Hortaleza,1,E,E,1,1,1-4,0,1,13,35,1700,3,130,1,1,Piso
1,50-70,1,Casco Histórico de Vicálvaro,0,0,Vicálvaro,0,G,G,0,1,1-4,0,0,6,6,650,2,65,0,1,Piso
0,30-50,1,Zofío,0,0,Usera,0,G,G,0,1,Bajos,0,0,1,7,650,2,68,0,0,Piso
0,50-70,1,Cármenes,0,0,Latina,1,G,G,0,1,1-4,0,0,6,19,700,3,80,0,0,Piso
0,30-50,1,Justicia,0,0,Centro,0,G,G,0,1,1-4,0,0,2,14,1000,2,60,0,0,Ático
0,70-100,1,Argüelles,0,0,Moncloa,1,A,A,0,1,1-4,1,0,6,15,1200,2,75,0,0,Piso
1,70-100,1,Delicias,0,0,Arganzuela,1,G,G,0,1,Bajos,0,0,8,9,600,1,35,0,0,Piso
1,10-20,2,Corralejos,1,1,Barajas,1,G,G,0,1,1-4,0,0,12,40,1200,3,105,1,0,Piso
1,10-20,2,Rosas,0,0,Vicálvaro,1,G,G,0,1,5-8,1,0,3,31,895,3,120,0,1,Piso
0,30-50,1,Valdezarza,0,0,Moncloa,1,G,G,0,1,1-4,1,0,1,20,650,2,55,0,0,Piso
1,50-70,1,Puerta del Ángel,0,0,Latina,0,G,G,0,0,1-4,0,0,1,12,650,2,50,0,0,Piso
1,10-20,2,Aravaca,1,1,Moncloa,1,D,D,1,1,1-4,0,0,20,32,1300,2,105,1,0,Piso
1,30-50,1,Castilla,1,0,Chamartín,1,B,B,0,0,+15,1,0,4,25,990,1,80,1,0,Piso
1,30-50,1,Pilar,0,1,Fuencarral,1,G,G,0,1,5-8,0,0,5,7,850,2,63,0,0,Piso
0,<1,2,El Cañaveral,1,1,Vicálvaro,1,B,B,1,1,1-4,0,1,15,29,1025,4,110,1,0,Piso
1,70-100,2,Ibiza,0,0,Retiro,1,G,G,0,1,1-4,1,0,9,23,2100,4,160,0,0,Piso
0,70-100,1,Gaztambide,0,0,Chamberí,1,G,G,0,1,1-4,1,0,8,15,700,2,45,0,0,Piso
0,50-70,1,Pueblo Nuevo,0,0,Ciudad Lineal,1,G,G,0,1,Bajos,1,0,9,39,750,2,60,0,0,Piso
1,50-70,2,El Viso,1,1,Chamartín,1,G,G,1,1,9-12,0,0,18,21,2800,3,250,1,0,Piso
0,+100,1,Palacio,0,0,Centro,0,G,G,0,1,1-4,0,0,5,10,570,1,45,0,0,Apartamento
0,<1,2,Timón,1,1,Barajas,1,G,G,1,1,5-8,0,1,17,14,1300,3,120,1,0,Piso
1,+100,1,Sol,0,0,Carabanchel,0,G,G,0,1,1-4,1,0,9,23,700,2,64,0,1,Piso
1,50-70,2,Aluche,0,0,Latina,1,G,G,0,1,5-8,1,0,5,12,900,3,83,0,0,Piso
1,+100,1,Embajadores,0,0,Centro,0,E,E,0,1,1-4,1,0,12,24,850,2,55,0,0,Piso
1,+100,1,Cortes,1,0,Centro,1,A,A,0,1,1-4,1,0,8,24,1100,1,61,1,1,Piso
1,10-20,2,Valdefuentes,1,0,Hortaleza,1,G,G,0,1,1-4,0,0,9,14,1250,3,120,1,0,Piso
1,10-20,1,Legazpi,1,0,Arganzuela,1,G,G,0,1,1-4,1,0,14,47,750,1,54,1,1,Estudio
0,+100,2,Universidad,0,1,Centro,1,G,G,0,1,1-4,1,0,15,21,2000,5,200,0,0,Piso
1,10-20,1,Buenavista,1,1,Carabanchel,1,G,G,0,1,1-4,1,0,18,24,700,1,50,1,0,Apartamento
1,70-100,1,Palos de Moguer,0,0,Arganzuela,0,G,G,0,1,1-4,1,0,4,9,500,1,15,0,0,Apartamento
0,30-50,2,Peñagrande,1,1,Fuencarral,1,G,G,0,1,9-12,1,1,16,24,1100,3,133,1,1,Piso
0,50-70,1,Puerta Bonita,0,0,Carabanchel,0,G,G,0,1,1-4,1,0,4,6,670,2,60,0,1,Piso
0,5-10,2,San Fermín,1,0,Usera,1,G,G,0,0,1-4,0,1,4,49,820,2,92,1,0,Piso
1,+100,1,Universidad,0,0,Centro,0,G,G,0,1,1-4,1,0,6,22,650,1,43,0,0,Piso
1,70-100,1,Ríos Rosas,0,0,Chamberí,0,G,G,0,1,1-4,1,0,4,41,995,1,50,0,0,Piso
1,50-70,1,Vallehermoso,0,0,Chamberí,1,G,G,0,0,1-4,0,0,1,27,1280,2,92,0,0,Piso
0,20-30,2,Quintana,0,0,Ciudad Lineal,0,G,G,0,1,1-4,1,0,7,59,895,3,70,0,0,Piso
1,+100,1,Embajadores,0,0,Centro,0,G,G,0,1,1-4,1,0,7,19,525,1,31,0,0,Estudio
1,30-50,3,Prosperidad,0,0,Chamartín,0,G,G,0,1,Bajos,1,0,10,70,1365,3,74,0,0,Dúplex
1,10-20,2,Valdefuentes,1,0,Hortaleza,1,G,G,0,0,1-4,0,1,11,10,1950,3,156,1,1,Piso
0,70-100,2,Gaztambide,0,0,Chamberí,1,G,G,0,1,1-4,1,0,3,23,1800,3,136,0,0,Piso
1,+100,2,Cortes,0,1,Centro,1,G,G,0,1,1-4,1,0,13,22,2300,3,115,0,0,Piso
0,10-20,1,San Diego,0,0,Puente de Vallecas,0,G,G,0,0,1-4,0,0,1,6,550,1,28,0,0,Piso
1,+100,1,Universidad,0,0,Centro,1,D,D,0,1,1-4,0,0,8,12,895,1,49,0,0,Piso
0,+100,3,Universidad,1,0,Centro,0,G,G,0,1,Bajos,1,0,12,25,550,5,96,0,0,Piso
0,30-50,1,Peñagrande,0,0,Fuencarral,1,G,G,0,1,5-8,0,0,8,12,900,3,80,0,1,Piso
1,+100,1,Delicias,0,0,Arganzuela,1,G,G,0,1,1-4,1,0,3,11,550,1,40,0,0,Piso
1,20-30,2,Palomas,1,0,Hortaleza,1,G,G,0,0,1-4,0,0,8,25,1300,3,112,1,0,Apartamento
0,20-30,2,San Pascual,0,0,Ciudad Lineal,1,G,G,0,1,1-4,1,0,11,44,900,3,95,0,0,Piso
1,30-50,2,Alameda de Osuna,1,1,Barajas,1,G,G,0,1,1-4,1,0,8,27,1100,2,74,1,0,Piso
0,70-100,2,Lista,0,1,Salamanca,1,G,G,1,1,1-4,0,0,14,20,2150,3,155,0,1,Piso
1,70-100,2,Goya,0,0,Salamanca,1,G,G,1,1,1-4,0,0,13,18,1600,3,115,0,0,Piso
0,70-100,2,Argüelles,0,1,Moncloa,1,G,G,0,1,Bajos,0,0,13,14,1100,2,90,0,0,Piso
1,+100,3,Recoletos,0,0,Salamanca,1,G,G,0,1,1-4,0,0,13,17,2000,2,135,0,0,Piso
1,70-100,1,Goya,0,1,Salamanca,1,G,G,0,1,5-8,1,0,12,22,2100,2,80,0,1,Ático
1,70-100,1,Goya,0,1,Salamanca,1,G,G,0,1,1-4,0,0,14,15,1750,2,130,0,0,Piso
0,50-70,1,Casa de Campo,0,1,Moncloa,1,G,G,0,1,1-4,1,0,10,11,900,2,80,0,1,Piso
0,10-20,1,Berruguete,0,0,Tetuán,1,F,F,0,1,1-4,1,0,9,33,800,1,75,0,1,Ático
1,30-50,2,Alameda de Osuna,1,0,Barajas,1,G,G,0,1,1-4,0,0,9,13,1280,4,125,1,1,Piso
1,70-100,2,Jerónimos,0,1,Retiro,1,G,G,1,1,Bajos,0,0,11,23,1250,2,103,0,1,Piso
0,70-100,1,Ibiza,0,0,Retiro,1,G,G,0,1,Bajos,0,0,2,16,700,1,41,0,0,Piso
1,30-50,2,Estrella,0,1,Retiro,1,G,G,0,1,1-4,1,0,10,29,1350,3,110,0,1,Piso
0,70-100,1,Goya,0,1,Salamanca,1,G,G,0,1,1-4,1,0,8,29,790,2,65,0,0,Piso
1,70-100,2,Pacífico,0,1,Retiro,1,G,G,0,1,1-4,0,0,6,52,1500,3,141,1,1,Piso
0,30-50,2,Peñagrande,1,1,Fuencarral,1,C,C,0,1,5-8,0,0,11,15,1100,3,100,1,0,Piso
1,50-70,2,Mirasierra,1,0,Fuencarral,1,G,G,0,1,1-4,0,0,12,27,1300,3,86,1,0,Piso
1,10-20,1,Aeropuerto,0,0,Barajas,1,G,G,0,1,1-4,1,0,5,7,650,1,60,0,0,Apartamento
0,50-70,1,Castellana,0,1,Salamanca,1,G,G,0,1,1-4,1,0,8,13,750,1,50,0,0,Piso
0,+100,1,Embajadores,0,0,Centro,0,G,G,0,0,1-4,0,0,1,12,550,1,26,0,0,Piso
1,20-30,2,Piovera,1,0,Hortaleza,1,G,G,1,1,1-4,0,0,18,21,1750,3,135,1,0,Piso
1,30-50,1,San Juan Bautista,1,1,Ciudad Lineal,1,G,G,0,1,1-4,0,0,9,9,1100,2,80,0,0,Piso
0,30-50,1,Casco Histórico de Vallecas,0,0,Villa de Vallecas,0,G,G,0,0,1-4,0,0,1,11,750,3,65,0,0,Piso
0,50-70,1,Concepción,0,0,Ciudad Lineal,1,G,G,0,1,1-4,1,0,5,10,750,2,47,0,0,Piso
1,30-50,1,Castillejos,0,1,Tetuán,1,C,C,0,1,1-4,1,0,12,16,1300,1,60,0,0,Piso
0,50-70,1,Castillejos,0,0,Tetuán,1,G,G,0,1,5-8,1,0,6,28,1100,3,80,0,1,Piso
1,50-70,1,Almenara,0,1,Tetuán,1,G,G,0,1,1-4,1,0,8,6,600,1,30,0,0,Estudio
1,30-50,1,Bellas Vistas,1,1,Tetuán,1,G,G,1,1,1-4,0,0,15,16,775,1,45,1,0,Piso
0,70-100,1,Valdezarza,0,0,Moncloa,0,E,E,0,1,1-4,0,0,9,13,690,2,60,0,1,Piso
0,70-100,1,Goya,0,1,Salamanca,1,C,C,0,1,1-4,0,0,9,15,1500,2,96,0,0,Piso
1,70-100,1,Lista,0,0,Salamanca,1,G,G,0,1,1-4,1,0,8,11,760,1,50,0,0,Piso
0,50-70,1,Castellana,0,0,Salamanca,1,A,A,0,0,1-4,0,0,1,3,1050,1,50,0,0,Piso
0,10-20,1,Rejas,0,0,San Blas,1,G,G,0,0,5-8,1,0,1,9,700,1,55,1,0,Apartamento
0,70-100,1,Goya,0,0,Salamanca,1,G,G,0,1,1-4,1,0,2,10,600,1,39,0,0,Estudio
0,50-70,1,Peñagrande,0,0,Fuencarral,1,G,G,0,1,1-4,1,0,3,20,725,2,57,0,0,Piso
1,30-50,1,Casco Histórico de Vallecas,0,0,Villa de Vallecas,0,G,G,0,0,1-4,1,0,2,18,700,3,64,0,0,Piso
1,50-70,1,Pueblo Nuevo,0,0,Ciudad Lineal,1,G,G,0,1,5-8,0,0,8,11,780,2,52,0,1,Piso
1,50-70,1,Delicias,0,0,Arganzuela,1,G,G,0,1,5-8,0,0,7,24,780,1,68,0,0,Estudio
1,10-20,2,Goya,0,0,Salamanca,1,D,D,1,1,5-8,0,0,9,17,1700,2,112,0,0,Ático
0,50-70,1,Concepción,1,1,Ciudad Lineal,1,G,G,1,1,1-4,0,0,14,11,800,1,45,1,0,Piso
0,10-20,1,Ensanche de Vallecas,0,0,Villa de Vallecas,0,G,G,0,0,Bajos,0,0,1,15,590,1,40,0,0,Estudio
0,30-50,2,Palomeras Sureste,0,0,Puente de Vallecas,0,G,G,0,0,5-8,0,0,1,16,850,2,70,0,0,Piso
0,20-30,1,Acacias,0,0,Arganzuela,0,E,F,0,1,1-4,1,0,4,9,675,2,50,0,0,Piso
0,30-50,1,Prosperidad,0,0,Chamartín,1,G,G,0,1,1-4,0,0,2,13,1000,2,53,0,0,Piso
1,30-50,2,Vista Alegre,1,0,Carabanchel,0,G,G,0,1,1-4,0,0,7,27,770,3,70,0,0,Piso
1,+100,1,Universidad,0,0,Centro,0,G,G,0,1,Sótano,0,0,10,12,920,1,70,0,0,Piso
0,70-100,1,Almagro,0,0,Chamberí,0,G,G,0,0,1-4,0,0,1,11,700,1,36,0,0,Piso
1,10-20,1,Guindalera,0,1,Salamanca,1,D,D,0,1,1-4,0,0,7,16,800,1,49,0,0,Piso
0,70-100,1,Goya,0,0,Salamanca,0,E,E,0,0,1-4,1,0,1,30,750,1,40,0,0,Estudio
1,50-70,1,Aluche,0,0,Latina,0,E,E,0,1,1-4,1,0,3,14,550,2,55,0,1,Piso
1,30-50,2,Estrella,0,0,Retiro,1,G,G,0,1,5-8,1,0,4,42,1950,3,162,0,0,Piso
1,10-20,1,Valverde,1,0,Centro,1,G,G,0,1,1-4,1,0,9,41,1150,2,74,1,0,Piso
1,+100,1,Justicia,0,1,Centro,1,E,E,0,1,1-4,1,0,5,18,2000,1,82,0,1,Piso
1,+100,3,Universidad,0,0,Centro,1,E,E,1,1,1-4,1,0,7,20,1900,2,100,0,0,Piso
1,1-5,2,Justicia,0,1,Centro,1,E,E,1,1,1-4,0,0,7,20,3800,2,138,0,0,Piso
1,20-30,1,Cortes,0,0,Centro,1,E,E,0,1,1-4,0,0,4,19,1530,2,107,0,0,Piso
1,70-100,2,Lista,0,1,Salamanca,1,E,E,1,1,1-4,0,0,6,18,1800,3,102,0,0,Piso
1,30-50,2,San Juan Bautista,1,1,Ciudad Lineal,1,E,E,1,1,1-4,0,1,9,23,1800,3,149,1,0,Piso
1,10-20,2,Valdefuentes,1,1,Hortaleza,1,G,G,1,1,5-8,0,0,20,34,1350,3,120,1,0,Piso
1,50-70,1,Pueblo Nuevo,0,0,Ciudad Lineal,0,G,G,0,0,Bajos,0,0,6,14,700,1,46,0,0,Piso
1,70-100,2,Almagro,0,1,Chamberí,1,E,E,1,1,5-8,0,0,7,23,3400,3,190,0,1,Ático
1,30-50,1,Castilla,1,1,Chamartín,1,G,G,0,1,1-4,1,0,15,18,1100,1,70,1,1,Piso
1,+100,1,Universidad,0,1,Centro,1,G,G,0,1,1-4,1,0,5,19,1250,1,52,0,0,Piso
1,70-100,1,Goya,0,0,Salamanca,1,G,G,0,1,1-4,1,0,11,13,1500,1,65,0,0,Piso
1,30-50,1,Canillas,0,0,Hortaleza,1,G,G,0,1,1-4,0,0,9,7,750,1,50,0,0,Piso
0,30-50,1,Castilla,0,0,Chamartín,0,E,E,1,1,1-4,1,0,4,20,900,1,56,0,0,Piso
1,30-50,1,Canillas,0,0,San Blas,1,E,E,0,1,1-4,0,0,6,24,850,2,70,0,0,Piso
0,30-50,1,Ibiza,0,1,Retiro,1,E,E,0,1,5-8,0,0,3,20,950,2,65,0,0,Piso
1,50-70,3,Castellana,0,1,Salamanca,1,D,D,1,1,1-4,0,0,7,37,3600,4,183,0,0,Piso
1,30-50,1,Castillejos,1,1,Tetuán,1,G,G,1,1,5-8,1,0,8,31,1200,1,60,1,0,Piso
1,30-50,1,Prosperidad,0,0,Chamartín,1,E,E,1,1,1-4,1,0,6,19,995,1,50,0,0,Piso
1,50-70,1,Pueblo Nuevo,0,0,Ciudad Lineal,0,G,G,0,1,1-4,0,0,6,36,850,3,70,0,1,Piso
0,20-30,1,Acacias,0,0,Arganzuela,1,G,G,0,1,1-4,1,0,3,22,750,2,45,0,0,Piso
1,5-10,1,San Fermín,0,0,Usera,0,G,G,0,1,1-4,1,0,7,36,600,1,40,0,0,Piso
0,50-70,1,Hellín,0,0,San Blas,0,A,A,0,1,1-4,0,0,2,15,750,3,55,0,0,Piso
1,10-20,1,Costillares,1,1,Ciudad Lineal,1,G,G,0,1,Bajos,1,1,11,31,1100,2,95,1,1,Piso
0,10-20,2,Valdefuentes,1,1,Hortaleza,1,G,G,1,1,1-4,0,0,13,27,1500,4,140,1,1,Piso
1,+100,2,Cortes,0,0,Centro,1,G,G,0,1,1-4,0,0,10,10,2500,3,150,0,0,Piso
1,10-20,2,Apóstol Santiago,0,1,Hortaleza,1,G,G,1,1,1-4,1,0,14,12,800,1,80,0,0,Piso
1,50-70,1,Hispanoamérica,0,0,Chamartín,0,G,G,0,1,1-4,0,0,5,38,1100,2,66,0,0,Piso
1,+100,2,Goya,0,0,Salamanca,1,E,E,1,1,1-4,1,0,7,25,2500,4,164,0,0,Piso
0,50-70,1,Pueblo Nuevo,0,0,Ciudad Lineal,0,G,G,0,1,Bajos,0,0,8,15,780,1,55,0,0,Piso
0,10-20,2,Butarque,0,0,Villaverde,1,C,C,0,0,5-8,1,1,5,6,750,2,70,1,1,Apartamento
1,70-100,1,Lista,0,1,Salamanca,1,G,G,0,1,5-8,0,0,10,14,1050,2,45,0,0,Piso
1,30-50,1,Prosperidad,0,0,Chamartín,1,G,G,0,1,1-4,1,0,3,13,700,1,45,0,0,Piso
0,5-10,1,Pacífico,0,0,Retiro,0,G,G,0,1,Sótano,1,0,9,18,600,1,27,0,0,Apartamento
0,+100,2,Palacio,0,0,Centro,0,C,C,1,1,1-4,1,0,13,10,1790,3,100,0,0,Piso
1,+100,2,Recoletos,0,1,Salamanca,1,G,G,1,1,1-4,0,0,15,10,1980,3,115,0,0,Piso
1,70-100,1,Universidad,0,0,Centro,1,G,G,0,1,5-8,1,0,4,24,950,1,59,0,0,Piso
1,70-100,1,Pacífico,0,0,Retiro,1,E,E,0,1,5-8,0,0,4,16,675,1,50,0,1,Piso
0,50-70,1,Vinateros,0,0,Moratalaz,0,G,G,0,0,1-4,0,0,2,18,800,3,73,0,1,Piso
0,10-20,2,Orcasur,0,0,Usera,1,G,G,0,1,9-12,0,0,2,14,581,1,50,0,0,Estudio
1,70-100,1,Arapiles,0,0,Chamberí,1,G,G,0,1,5-8,1,0,6,26,650,1,38,0,0,Apartamento
1,+100,1,Embajadores,0,0,Centro,0,G,G,0,1,Sótano,0,0,8,30,1127,1,47,0,0,Apartamento
1,+100,1,Universidad,0,0,Centro,0,G,G,0,1,Sótano,0,0,7,6,1408,2,58,0,0,Apartamento
0,70-100,2,Delicias,0,0,Arganzuela,1,G,G,0,1,1-4,0,0,1,20,986,2,77,0,0,Piso
0,20-30,1,Buenavista,0,0,Carabanchel,0,E,E,0,1,1-4,0,0,8,16,600,1,65,0,0,Apartamento
0,+100,1,Embajadores,0,0,Centro,1,G,G,0,1,1-4,1,0,9,22,700,2,30,0,0,Piso
0,+100,1,Universidad,0,0,Centro,1,G,G,0,1,1-4,1,0,6,9,900,2,60,0,0,Piso
1,70-100,1,Goya,0,1,Salamanca,1,G,G,0,1,5-8,0,0,7,17,1100,1,80,0,0,Piso
0,30-50,1,Los Ángeles,0,0,Villaverde,1,G,G,0,1,1-4,0,0,8,22,850,3,89,0,1,Piso
0,+100,1,Embajadores,0,0,Centro,1,G,G,0,1,1-4,1,0,9,19,600,1,33,0,0,Apartamento
1,10-20,2,Valderrivas,0,0,Retiro,0,G,G,0,1,Entresuelo,0,0,8,32,2900,2,75,0,0,Apartamento
0,50-70,1,Guindalera,0,0,Salamanca,1,G,G,0,1,1-4,0,0,4,12,800,2,70,0,1,Piso
0,+100,2,Universidad,0,0,Centro,0,E,E,1,1,Bajos,1,0,15,20,1100,2,115,0,0,Dúplex
0,70-100,1,Arapiles,0,1,Chamberí,1,G,G,0,1,5-8,0,0,4,19,900,1,55,0,0,Piso
1,30-50,2,Castillejos,1,0,Tetuán,1,G,G,0,1,14-15,0,0,10,20,1650,2,90,1,0,Ático
1,20-30,1,Quintana,0,0,Ciudad Lineal,1,G,G,0,1,1-4,0,0,7,23,950,2,75,1,0,Piso
1,20-30,2,Simancas,1,1,San Blas,1,G,G,1,1,1-4,1,0,20,27,975,2,65,1,0,Piso
0,70-100,1,Arapiles,0,1,Chamberí,1,G,G,0,1,1-4,0,0,3,14,700,2,50,0,0,Piso
1,30-50,3,Canillas,0,0,Hortaleza,0,G,G,0,1,Bajos,0,0,7,22,1500,5,150,0,1,Casa o chalet
1,70-100,1,Trafalgar,0,0,Chamberí,0,G,G,0,1,Sótano,0,0,6,16,1768,1,25,0,0,Apartamento
1,50-70,1,Puerta del Ángel,1,0,Latina,0,G,G,0,1,1-4,1,0,7,43,800,1,45,0,0,Dúplex
0,30-50,2,Bellas Vistas,0,0,Tetuán,0,G,G,0,1,Bajos,1,0,10,25,875,2,65,0,0,Piso
1,30-50,3,Cuatro Caminos,0,1,Tetuán,1,E,E,1,1,1-4,0,0,9,32,2100,4,137,0,1,Piso
1,20-30,1,Vallehermoso,0,1,Chamberí,1,E,E,0,1,5-8,1,0,5,21,1250,1,54,0,1,Ático
0,10-20,1,Berruguete,0,0,Tetuán,1,G,G,0,0,1-4,0,0,4,12,700,1,49,0,1,Apartamento
1,50-70,2,Castellana,0,1,Salamanca,1,G,G,0,1,1-4,0,0,9,27,1790,4,134,0,1,Piso
1,70-100,1,Ibiza,0,1,Retiro,1,C,B,0,1,5-8,1,0,4,9,900,1,53,0,0,Apartamento
0,30-50,1,Lista,0,0,Salamanca,0,E,E,0,0,5-8,0,0,1,23,1100,1,54,0,0,Piso
1,30-50,1,Universidad,0,0,Centro,1,F,F,0,1,5-8,1,0,10,17,1000,2,49,0,1,Ático
0,70-100,1,Gaztambide,0,0,Chamberí,1,G,G,0,1,5-8,1,0,6,43,750,1,36,0,0,Piso
0,30-50,1,Arapiles,0,0,Chamberí,1,G,G,0,1,5-8,0,0,3,20,695,3,50,0,0,Piso
1,+100,2,Embajadores,0,0,Centro,1,G,G,0,1,1-4,1,0,14,12,2600,4,153,0,1,Dúplex
1,10-20,1,Legazpi,1,1,Arganzuela,1,A,A,0,1,1-4,0,0,15,10,800,1,44,1,1,Estudio
1,30-50,2,Chopera,0,0,Arganzuela,1,D,D,0,1,1-4,0,0,6,39,1300,3,130,0,1,Piso
1,30-50,2,Cortes,0,0,Centro,1,E,E,0,1,1-4,1,0,14,29,850,2,73,0,0,Piso
1,10-20,2,Valdefuentes,1,1,Hortaleza,1,E,E,1,1,1-4,0,0,18,25,1200,2,87,1,0,Piso
1,70-100,1,Argüelles,0,0,Moncloa,1,G,G,0,1,9-12,1,0,3,8,850,2,45,0,0,Apartamento
1,30-50,1,Villaverde Alto,0,0,Villaverde,0,E,E,0,1,1-4,0,0,8,26,550,3,80,0,1,Piso
1,70-100,1,Valdeacederas,0,0,Tetuán,0,G,G,0,1,Bajos,0,0,6,10,450,1,35,0,0,Apartamento
1,20-30,2,Piovera,0,0,Hortaleza,1,G,G,0,1,1-4,0,0,5,20,1155,2,95,0,0,Piso
0,30-50,1,Quintana,0,0,Ciudad Lineal,0,G,G,0,1,1-4,0,0,6,23,650,1,50,0,1,Piso
1,<1,2,Valderrivas,0,0,Retiro,1,B,B,1,1,1-4,0,0,15,17,1250,2,50,0,0,Piso
1,50-70,2,Hispanoamérica,1,1,Chamartín,1,G,G,1,1,1-4,1,0,18,17,2400,2,166,1,0,Dúplex
1,+100,1,Sol,0,0,Centro,0,G,G,0,1,Bajos,0,0,8,17,1204,1,37,0,0,Apartamento
1,+100,2,Justicia,0,0,Centro,0,G,G,0,1,Sótano,0,0,7,15,2504,2,80,0,0,Apartamento
1,+100,1,Embajadores,0,0,Centro,0,G,G,0,1,Sótano,0,0,7,27,880,1,16,0,0,Apartamento
1,70-100,3,Lista,1,0,Salamanca,0,G,G,1,1,1-4,1,1,17,14,3400,2,155,1,0,Dúplex
0,50-70,2,Vallehermoso,1,0,Chamberí,1,G,G,1,1,5-8,0,0,12,22,1300,3,124,0,0,Piso
0,+100,3,Sol,0,0,Centro,1,G,G,0,1,Entresuelo,0,0,6,16,10054,3,170,0,0,Apartamento
1,30-50,2,La Paz,0,1,Fuencarral,1,G,G,0,1,1-4,1,1,9,18,1350,3,153,0,1,Piso
0,10-20,2,Peñagrande,0,0,Fuencarral,1,E,E,0,1,1-4,0,0,5,25,950,3,90,0,0,Piso
1,30-50,1,Castillejos,0,0,Tetuán,1,G,G,0,1,1-4,0,0,6,15,1100,2,77,0,0,Piso
1,10-20,1,Valverde,0,0,Fuencarral,1,G,G,0,1,1-4,0,0,7,13,1000,3,85,0,1,Piso
0,10-20,1,Opañel,0,0,Carabanchel,0,G,G,0,0,Bajos,0,0,1,7,720,1,45,0,0,Apartamento
0,10-20,1,Opañel,0,0,Carabanchel,0,G,G,0,0,Bajos,0,0,1,6,670,1,50,0,0,Apartamento
0,10-20,2,Almendrales,1,0,Usera,1,G,G,0,1,1-4,0,0,7,5,1100,3,116,1,1,Piso
